"","Escapement","variable","value","sra","max_pct","Probability"
"127",12600,"oy_0.9",0,"Yield Profile","0.9",0
"128",12700,"oy_0.9",0,"Yield Profile","0.9",0
"129",12800,"oy_0.9",0,"Yield Profile","0.9",0
"130",12900,"oy_0.9",0,"Yield Profile","0.9",0
"131",13000,"oy_0.9",0,"Yield Profile","0.9",0
"132",13100,"oy_0.9",0,"Yield Profile","0.9",0
"133",13200,"oy_0.9",0,"Yield Profile","0.9",0
"134",13300,"oy_0.9",0,"Yield Profile","0.9",0
"135",13400,"oy_0.9",0,"Yield Profile","0.9",0
"136",13500,"oy_0.9",0,"Yield Profile","0.9",0
"137",13600,"oy_0.9",0,"Yield Profile","0.9",0
"138",13700,"oy_0.9",0,"Yield Profile","0.9",0
"139",13800,"oy_0.9",0,"Yield Profile","0.9",0
"140",13900,"oy_0.9",0,"Yield Profile","0.9",0
"141",14000,"oy_0.9",0,"Yield Profile","0.9",0
"142",14100,"oy_0.9",0,"Yield Profile","0.9",0
"143",14200,"oy_0.9",0,"Yield Profile","0.9",0
"144",14300,"oy_0.9",0,"Yield Profile","0.9",0
"145",14400,"oy_0.9",0,"Yield Profile","0.9",0
"146",14500,"oy_0.9",0,"Yield Profile","0.9",0
"147",14600,"oy_0.9",0,"Yield Profile","0.9",0
"148",14700,"oy_0.9",0,"Yield Profile","0.9",0
"149",14800,"oy_0.9",0,"Yield Profile","0.9",0
"150",14900,"oy_0.9",0,"Yield Profile","0.9",0
"151",15000,"oy_0.9",0,"Yield Profile","0.9",0
"152",15100,"oy_0.9",0,"Yield Profile","0.9",0
"153",15200,"oy_0.9",0,"Yield Profile","0.9",0
"154",15300,"oy_0.9",0,"Yield Profile","0.9",0
"155",15400,"oy_0.9",0,"Yield Profile","0.9",0
"156",15500,"oy_0.9",0,"Yield Profile","0.9",0
"157",15600,"oy_0.9",0,"Yield Profile","0.9",0
"158",15700,"oy_0.9",0,"Yield Profile","0.9",0
"159",15800,"oy_0.9",0,"Yield Profile","0.9",0
"160",15900,"oy_0.9",0,"Yield Profile","0.9",0
"161",16000,"oy_0.9",0,"Yield Profile","0.9",0
"162",16100,"oy_0.9",0,"Yield Profile","0.9",0
"163",16200,"oy_0.9",0,"Yield Profile","0.9",0
"164",16300,"oy_0.9",0,"Yield Profile","0.9",0
"165",16400,"oy_0.9",0,"Yield Profile","0.9",0
"166",16500,"oy_0.9",0,"Yield Profile","0.9",0
"167",16600,"oy_0.9",0,"Yield Profile","0.9",0
"168",16700,"oy_0.9",0,"Yield Profile","0.9",0
"169",16800,"oy_0.9",0,"Yield Profile","0.9",0
"170",16900,"oy_0.9",0,"Yield Profile","0.9",0
"171",17000,"oy_0.9",0,"Yield Profile","0.9",0
"172",17100,"oy_0.9",0,"Yield Profile","0.9",0
"173",17200,"oy_0.9",0,"Yield Profile","0.9",0
"174",17300,"oy_0.9",0,"Yield Profile","0.9",0
"175",17400,"oy_0.9",0,"Yield Profile","0.9",0
"176",17500,"oy_0.9",0,"Yield Profile","0.9",0
"177",17600,"oy_0.9",0,"Yield Profile","0.9",0
"178",17700,"oy_0.9",0,"Yield Profile","0.9",0
"179",17800,"oy_0.9",0,"Yield Profile","0.9",0
"180",17900,"oy_0.9",0,"Yield Profile","0.9",0
"181",18000,"oy_0.9",0,"Yield Profile","0.9",0
"182",18100,"oy_0.9",0,"Yield Profile","0.9",0
"183",18200,"oy_0.9",0,"Yield Profile","0.9",0
"184",18300,"oy_0.9",0,"Yield Profile","0.9",0
"185",18400,"oy_0.9",0,"Yield Profile","0.9",0
"186",18500,"oy_0.9",0,"Yield Profile","0.9",0
"187",18600,"oy_0.9",0,"Yield Profile","0.9",0
"188",18700,"oy_0.9",0,"Yield Profile","0.9",0
"189",18800,"oy_0.9",0,"Yield Profile","0.9",0
"190",18900,"oy_0.9",0,"Yield Profile","0.9",0
"191",19000,"oy_0.9",0,"Yield Profile","0.9",0
"192",19100,"oy_0.9",0,"Yield Profile","0.9",0
"193",19200,"oy_0.9",0,"Yield Profile","0.9",0
"194",19300,"oy_0.9",0,"Yield Profile","0.9",0
"195",19400,"oy_0.9",0,"Yield Profile","0.9",0
"196",19500,"oy_0.9",0,"Yield Profile","0.9",0
"197",19600,"oy_0.9",0,"Yield Profile","0.9",0
"198",19700,"oy_0.9",0,"Yield Profile","0.9",0
"199",19800,"oy_0.9",0,"Yield Profile","0.9",0
"200",19900,"oy_0.9",0,"Yield Profile","0.9",0
"201",20000,"oy_0.9",0,"Yield Profile","0.9",0
"202",20100,"oy_0.9",0,"Yield Profile","0.9",0
"203",20200,"oy_0.9",0,"Yield Profile","0.9",0
"204",20300,"oy_0.9",0,"Yield Profile","0.9",0
"205",20400,"oy_0.9",0,"Yield Profile","0.9",0
"206",20500,"oy_0.9",0,"Yield Profile","0.9",0
"207",20600,"oy_0.9",0,"Yield Profile","0.9",0
"208",20700,"oy_0.9",0,"Yield Profile","0.9",0
"209",20800,"oy_0.9",0,"Yield Profile","0.9",0
"210",20900,"oy_0.9",0,"Yield Profile","0.9",0
"211",21000,"oy_0.9",0,"Yield Profile","0.9",0
"212",21100,"oy_0.9",0,"Yield Profile","0.9",0
"213",21200,"oy_0.9",0,"Yield Profile","0.9",0
"214",21300,"oy_0.9",0,"Yield Profile","0.9",0
"215",21400,"oy_0.9",0,"Yield Profile","0.9",0
"216",21500,"oy_0.9",0,"Yield Profile","0.9",0
"217",21600,"oy_0.9",0,"Yield Profile","0.9",0
"218",21700,"oy_0.9",0,"Yield Profile","0.9",0
"219",21800,"oy_0.9",0,"Yield Profile","0.9",0
"220",21900,"oy_0.9",0,"Yield Profile","0.9",0
"221",22000,"oy_0.9",0,"Yield Profile","0.9",0
"222",22100,"oy_0.9",0,"Yield Profile","0.9",0
"223",22200,"oy_0.9",0,"Yield Profile","0.9",0
"224",22300,"oy_0.9",0,"Yield Profile","0.9",0
"225",22400,"oy_0.9",0,"Yield Profile","0.9",0
"226",22500,"oy_0.9",0,"Yield Profile","0.9",0
"227",22600,"oy_0.9",0,"Yield Profile","0.9",0
"228",22700,"oy_0.9",0,"Yield Profile","0.9",0
"229",22800,"oy_0.9",0,"Yield Profile","0.9",0
"230",22900,"oy_0.9",0,"Yield Profile","0.9",0
"231",23000,"oy_0.9",0,"Yield Profile","0.9",0
"232",23100,"oy_0.9",0,"Yield Profile","0.9",0
"233",23200,"oy_0.9",0,"Yield Profile","0.9",0
"234",23300,"oy_0.9",0.00666666666666667,"Yield Profile","0.9",0.00666666666666667
"235",23400,"oy_0.9",0.00666666666666667,"Yield Profile","0.9",0.00666666666666667
"236",23500,"oy_0.9",0.00666666666666667,"Yield Profile","0.9",0.00666666666666667
"237",23600,"oy_0.9",0.00666666666666667,"Yield Profile","0.9",0.00666666666666667
"238",23700,"oy_0.9",0.00666666666666667,"Yield Profile","0.9",0.00666666666666667
"239",23800,"oy_0.9",0.00666666666666667,"Yield Profile","0.9",0.00666666666666667
"240",23900,"oy_0.9",0.00666666666666667,"Yield Profile","0.9",0.00666666666666667
"241",24000,"oy_0.9",0.00666666666666667,"Yield Profile","0.9",0.00666666666666667
"242",24100,"oy_0.9",0.00666666666666667,"Yield Profile","0.9",0.00666666666666667
"243",24200,"oy_0.9",0.00666666666666667,"Yield Profile","0.9",0.00666666666666667
"244",24300,"oy_0.9",0.00666666666666667,"Yield Profile","0.9",0.00666666666666667
"245",24400,"oy_0.9",0.00666666666666667,"Yield Profile","0.9",0.00666666666666667
"246",24500,"oy_0.9",0.00666666666666667,"Yield Profile","0.9",0.00666666666666667
"247",24600,"oy_0.9",0.00666666666666667,"Yield Profile","0.9",0.00666666666666667
"248",24700,"oy_0.9",0.00666666666666667,"Yield Profile","0.9",0.00666666666666667
"249",24800,"oy_0.9",0.00666666666666667,"Yield Profile","0.9",0.00666666666666667
"250",24900,"oy_0.9",0.00666666666666667,"Yield Profile","0.9",0.00666666666666667
"251",25000,"oy_0.9",0.00666666666666667,"Yield Profile","0.9",0.00666666666666667
"252",25100,"oy_0.9",0.00666666666666667,"Yield Profile","0.9",0.00666666666666667
"253",25200,"oy_0.9",0.00666666666666667,"Yield Profile","0.9",0.00666666666666667
"254",25300,"oy_0.9",0.00666666666666667,"Yield Profile","0.9",0.00666666666666667
"255",25400,"oy_0.9",0.00666666666666667,"Yield Profile","0.9",0.00666666666666667
"256",25500,"oy_0.9",0.00666666666666667,"Yield Profile","0.9",0.00666666666666667
"257",25600,"oy_0.9",0.00666666666666667,"Yield Profile","0.9",0.00666666666666667
"258",25700,"oy_0.9",0.00666666666666667,"Yield Profile","0.9",0.00666666666666667
"259",25800,"oy_0.9",0.00666666666666667,"Yield Profile","0.9",0.00666666666666667
"260",25900,"oy_0.9",0.02,"Yield Profile","0.9",0.02
"261",26000,"oy_0.9",0.02,"Yield Profile","0.9",0.02
"262",26100,"oy_0.9",0.0333333333333333,"Yield Profile","0.9",0.0333333333333333
"263",26200,"oy_0.9",0.04,"Yield Profile","0.9",0.04
"264",26300,"oy_0.9",0.0533333333333333,"Yield Profile","0.9",0.0533333333333333
"265",26400,"oy_0.9",0.0533333333333333,"Yield Profile","0.9",0.0533333333333333
"266",26500,"oy_0.9",0.06,"Yield Profile","0.9",0.06
"267",26600,"oy_0.9",0.0666666666666667,"Yield Profile","0.9",0.0666666666666667
"268",26700,"oy_0.9",0.0733333333333333,"Yield Profile","0.9",0.0733333333333333
"269",26800,"oy_0.9",0.0733333333333333,"Yield Profile","0.9",0.0733333333333333
"270",26900,"oy_0.9",0.08,"Yield Profile","0.9",0.08
"271",27000,"oy_0.9",0.0933333333333333,"Yield Profile","0.9",0.0933333333333333
"272",27100,"oy_0.9",0.0933333333333333,"Yield Profile","0.9",0.0933333333333333
"273",27200,"oy_0.9",0.1,"Yield Profile","0.9",0.1
"274",27300,"oy_0.9",0.113333333333333,"Yield Profile","0.9",0.113333333333333
"275",27400,"oy_0.9",0.14,"Yield Profile","0.9",0.14
"276",27500,"oy_0.9",0.16,"Yield Profile","0.9",0.16
"277",27600,"oy_0.9",0.186666666666667,"Yield Profile","0.9",0.186666666666667
"278",27700,"oy_0.9",0.186666666666667,"Yield Profile","0.9",0.186666666666667
"279",27800,"oy_0.9",0.2,"Yield Profile","0.9",0.2
"280",27900,"oy_0.9",0.2,"Yield Profile","0.9",0.2
"281",28000,"oy_0.9",0.22,"Yield Profile","0.9",0.22
"282",28100,"oy_0.9",0.246666666666667,"Yield Profile","0.9",0.246666666666667
"283",28200,"oy_0.9",0.26,"Yield Profile","0.9",0.26
"284",28300,"oy_0.9",0.286666666666667,"Yield Profile","0.9",0.286666666666667
"285",28400,"oy_0.9",0.286666666666667,"Yield Profile","0.9",0.286666666666667
"286",28500,"oy_0.9",0.306666666666667,"Yield Profile","0.9",0.306666666666667
"287",28600,"oy_0.9",0.326666666666667,"Yield Profile","0.9",0.326666666666667
"288",28700,"oy_0.9",0.34,"Yield Profile","0.9",0.34
"289",28800,"oy_0.9",0.36,"Yield Profile","0.9",0.36
"290",28900,"oy_0.9",0.38,"Yield Profile","0.9",0.38
"291",29000,"oy_0.9",0.386666666666667,"Yield Profile","0.9",0.386666666666667
"292",29100,"oy_0.9",0.406666666666667,"Yield Profile","0.9",0.406666666666667
"293",29200,"oy_0.9",0.426666666666667,"Yield Profile","0.9",0.426666666666667
"294",29300,"oy_0.9",0.426666666666667,"Yield Profile","0.9",0.426666666666667
"295",29400,"oy_0.9",0.44,"Yield Profile","0.9",0.44
"296",29500,"oy_0.9",0.453333333333333,"Yield Profile","0.9",0.453333333333333
"297",29600,"oy_0.9",0.46,"Yield Profile","0.9",0.46
"298",29700,"oy_0.9",0.486666666666667,"Yield Profile","0.9",0.486666666666667
"299",29800,"oy_0.9",0.506666666666667,"Yield Profile","0.9",0.506666666666667
"300",29900,"oy_0.9",0.52,"Yield Profile","0.9",0.52
"301",30000,"oy_0.9",0.54,"Yield Profile","0.9",0.54
"302",30100,"oy_0.9",0.546666666666667,"Yield Profile","0.9",0.546666666666667
"303",30200,"oy_0.9",0.553333333333333,"Yield Profile","0.9",0.553333333333333
"304",30300,"oy_0.9",0.56,"Yield Profile","0.9",0.56
"305",30400,"oy_0.9",0.566666666666667,"Yield Profile","0.9",0.566666666666667
"306",30500,"oy_0.9",0.573333333333333,"Yield Profile","0.9",0.573333333333333
"307",30600,"oy_0.9",0.573333333333333,"Yield Profile","0.9",0.573333333333333
"308",30700,"oy_0.9",0.606666666666667,"Yield Profile","0.9",0.606666666666667
"309",30800,"oy_0.9",0.62,"Yield Profile","0.9",0.62
"310",30900,"oy_0.9",0.633333333333333,"Yield Profile","0.9",0.633333333333333
"311",31000,"oy_0.9",0.64,"Yield Profile","0.9",0.64
"312",31100,"oy_0.9",0.653333333333333,"Yield Profile","0.9",0.653333333333333
"313",31200,"oy_0.9",0.68,"Yield Profile","0.9",0.68
"314",31300,"oy_0.9",0.693333333333333,"Yield Profile","0.9",0.693333333333333
"315",31400,"oy_0.9",0.713333333333333,"Yield Profile","0.9",0.713333333333333
"316",31500,"oy_0.9",0.72,"Yield Profile","0.9",0.72
"317",31600,"oy_0.9",0.733333333333333,"Yield Profile","0.9",0.733333333333333
"318",31700,"oy_0.9",0.746666666666667,"Yield Profile","0.9",0.746666666666667
"319",31800,"oy_0.9",0.753333333333333,"Yield Profile","0.9",0.753333333333333
"320",31900,"oy_0.9",0.773333333333333,"Yield Profile","0.9",0.773333333333333
"321",32000,"oy_0.9",0.786666666666667,"Yield Profile","0.9",0.786666666666667
"322",32100,"oy_0.9",0.8,"Yield Profile","0.9",0.8
"323",32200,"oy_0.9",0.806666666666667,"Yield Profile","0.9",0.806666666666667
"324",32300,"oy_0.9",0.82,"Yield Profile","0.9",0.82
"325",32400,"oy_0.9",0.84,"Yield Profile","0.9",0.84
"326",32500,"oy_0.9",0.86,"Yield Profile","0.9",0.86
"327",32600,"oy_0.9",0.866666666666667,"Yield Profile","0.9",0.866666666666667
"328",32700,"oy_0.9",0.873333333333333,"Yield Profile","0.9",0.873333333333333
"329",32800,"oy_0.9",0.873333333333333,"Yield Profile","0.9",0.873333333333333
"330",32900,"oy_0.9",0.893333333333333,"Yield Profile","0.9",0.893333333333333
"331",33000,"oy_0.9",0.9,"Yield Profile","0.9",0.9
"332",33100,"oy_0.9",0.906666666666667,"Yield Profile","0.9",0.906666666666667
"333",33200,"oy_0.9",0.913333333333333,"Yield Profile","0.9",0.913333333333333
"334",33300,"oy_0.9",0.913333333333333,"Yield Profile","0.9",0.913333333333333
"335",33400,"oy_0.9",0.92,"Yield Profile","0.9",0.92
"336",33500,"oy_0.9",0.92,"Yield Profile","0.9",0.92
"337",33600,"oy_0.9",0.926666666666667,"Yield Profile","0.9",0.926666666666667
"338",33700,"oy_0.9",0.926666666666667,"Yield Profile","0.9",0.926666666666667
"339",33800,"oy_0.9",0.933333333333333,"Yield Profile","0.9",0.933333333333333
"340",33900,"oy_0.9",0.933333333333333,"Yield Profile","0.9",0.933333333333333
"341",34000,"oy_0.9",0.933333333333333,"Yield Profile","0.9",0.933333333333333
"342",34100,"oy_0.9",0.94,"Yield Profile","0.9",0.94
"343",34200,"oy_0.9",0.946666666666667,"Yield Profile","0.9",0.946666666666667
"344",34300,"oy_0.9",0.946666666666667,"Yield Profile","0.9",0.946666666666667
"345",34400,"oy_0.9",0.946666666666667,"Yield Profile","0.9",0.946666666666667
"346",34500,"oy_0.9",0.946666666666667,"Yield Profile","0.9",0.946666666666667
"347",34600,"oy_0.9",0.946666666666667,"Yield Profile","0.9",0.946666666666667
"348",34700,"oy_0.9",0.946666666666667,"Yield Profile","0.9",0.946666666666667
"349",34800,"oy_0.9",0.946666666666667,"Yield Profile","0.9",0.946666666666667
"350",34900,"oy_0.9",0.946666666666667,"Yield Profile","0.9",0.946666666666667
"351",35000,"oy_0.9",0.946666666666667,"Yield Profile","0.9",0.946666666666667
"352",35100,"oy_0.9",0.946666666666667,"Yield Profile","0.9",0.946666666666667
"353",35200,"oy_0.9",0.96,"Yield Profile","0.9",0.96
"354",35300,"oy_0.9",0.98,"Yield Profile","0.9",0.98
"355",35400,"oy_0.9",0.98,"Yield Profile","0.9",0.98
"356",35500,"oy_0.9",0.98,"Yield Profile","0.9",0.98
"357",35600,"oy_0.9",0.986666666666667,"Yield Profile","0.9",0.986666666666667
"358",35700,"oy_0.9",0.986666666666667,"Yield Profile","0.9",0.986666666666667
"359",35800,"oy_0.9",0.986666666666667,"Yield Profile","0.9",0.986666666666667
"360",35900,"oy_0.9",0.986666666666667,"Yield Profile","0.9",0.986666666666667
"361",36000,"oy_0.9",0.986666666666667,"Yield Profile","0.9",0.986666666666667
"362",36100,"oy_0.9",0.986666666666667,"Yield Profile","0.9",0.986666666666667
"363",36200,"oy_0.9",0.986666666666667,"Yield Profile","0.9",0.986666666666667
"364",36300,"oy_0.9",0.986666666666667,"Yield Profile","0.9",0.986666666666667
"365",36400,"oy_0.9",0.986666666666667,"Yield Profile","0.9",0.986666666666667
"366",36500,"oy_0.9",0.986666666666667,"Yield Profile","0.9",0.986666666666667
"367",36600,"oy_0.9",0.986666666666667,"Yield Profile","0.9",0.986666666666667
"368",36700,"oy_0.9",0.986666666666667,"Yield Profile","0.9",0.986666666666667
"369",36800,"oy_0.9",0.986666666666667,"Yield Profile","0.9",0.986666666666667
"370",36900,"oy_0.9",0.986666666666667,"Yield Profile","0.9",0.986666666666667
"371",37000,"oy_0.9",0.986666666666667,"Yield Profile","0.9",0.986666666666667
"372",37100,"oy_0.9",0.986666666666667,"Yield Profile","0.9",0.986666666666667
"373",37200,"oy_0.9",0.986666666666667,"Yield Profile","0.9",0.986666666666667
"374",37300,"oy_0.9",0.986666666666667,"Yield Profile","0.9",0.986666666666667
"375",37400,"oy_0.9",0.986666666666667,"Yield Profile","0.9",0.986666666666667
"376",37500,"oy_0.9",0.986666666666667,"Yield Profile","0.9",0.986666666666667
"377",37600,"oy_0.9",0.993333333333333,"Yield Profile","0.9",0.993333333333333
"378",37700,"oy_0.9",0.993333333333333,"Yield Profile","0.9",0.993333333333333
"379",37800,"oy_0.9",0.993333333333333,"Yield Profile","0.9",0.993333333333333
"380",37900,"oy_0.9",0.993333333333333,"Yield Profile","0.9",0.993333333333333
"381",38000,"oy_0.9",0.993333333333333,"Yield Profile","0.9",0.993333333333333
"382",38100,"oy_0.9",0.993333333333333,"Yield Profile","0.9",0.993333333333333
"383",38200,"oy_0.9",0.993333333333333,"Yield Profile","0.9",0.993333333333333
"384",38300,"oy_0.9",0.993333333333333,"Yield Profile","0.9",0.993333333333333
"385",38400,"oy_0.9",0.993333333333333,"Yield Profile","0.9",0.993333333333333
"386",38500,"oy_0.9",0.993333333333333,"Yield Profile","0.9",0.993333333333333
"387",38600,"oy_0.9",0.993333333333333,"Yield Profile","0.9",0.993333333333333
"388",38700,"oy_0.9",0.993333333333333,"Yield Profile","0.9",0.993333333333333
"389",38800,"oy_0.9",0.993333333333333,"Yield Profile","0.9",0.993333333333333
"390",38900,"oy_0.9",0.993333333333333,"Yield Profile","0.9",0.993333333333333
"391",39000,"oy_0.9",0.993333333333333,"Yield Profile","0.9",0.993333333333333
"392",39100,"oy_0.9",0.993333333333333,"Yield Profile","0.9",0.993333333333333
"393",39200,"oy_0.9",0.993333333333333,"Yield Profile","0.9",0.993333333333333
"394",39300,"oy_0.9",0.993333333333333,"Yield Profile","0.9",0.993333333333333
"395",39400,"oy_0.9",0.993333333333333,"Yield Profile","0.9",0.993333333333333
"396",39500,"oy_0.9",0.993333333333333,"Yield Profile","0.9",0.993333333333333
"397",39600,"oy_0.9",0.993333333333333,"Yield Profile","0.9",0.993333333333333
"398",39700,"oy_0.9",0.993333333333333,"Yield Profile","0.9",0.993333333333333
"399",39800,"oy_0.9",0.993333333333333,"Yield Profile","0.9",0.993333333333333
"400",39900,"oy_0.9",0.993333333333333,"Yield Profile","0.9",0.993333333333333
"401",40000,"oy_0.9",0.993333333333333,"Yield Profile","0.9",0.993333333333333
"402",40100,"oy_0.9",0.993333333333333,"Yield Profile","0.9",0.993333333333333
"403",40200,"oy_0.9",0.993333333333333,"Yield Profile","0.9",0.993333333333333
"404",40300,"oy_0.9",0.993333333333333,"Yield Profile","0.9",0.993333333333333
