"","variable","Mean","SD","time_series_se","2.5%","50%","97.5%","mc_error","converge"
"1","Tau",6.12440862221265,1.40186885200061,0.0180779409875621,3.66542070848317,6.0187250826479,9.09735285407067,0.0128956007273883,"true"
"2","alpha",4.79820545290617,0.801559869601529,0.0102202977362714,3.36524022238987,4.74704780446002,6.54775099840154,0.0127505107526804,"true"
"3","beta",0.133479440284949,0.0191582494072471,0.000245896253226253,0.0955864243209659,0.133655833791308,0.170888592021522,0.0128350063724108,"true"
"4","e[1]",0.114184163349827,0.107520930982208,0.00142623049382697,-0.10245368623425,0.118659323988449,0.321385084522777,0.0132646776845987,"true"
"5","e[2]",0.574850676442102,0.277773851945872,0.00363421373966037,0.0160486418384358,0.58124067920274,1.11996152473796,0.0130833543697574,"true"
"6","e[3]",-0.120643313446144,0.153585573504278,0.00202805816877449,-0.425108542779462,-0.117606444709905,0.178978474578954,0.0132047439254964,"true"
"7","e[4]",-0.318932847971201,0.124734714297446,0.00165163454286661,-0.566746046248691,-0.31531064744072,-0.0786396059578397,0.0132411779043969,"true"
"8","e[5]",-0.196134840642575,0.083022498025444,0.00110098090680983,-0.362383631564613,-0.192570514422147,-0.037703928194915,0.0132612356047443,"true"
"9","e[6]",-0.07729377380803,0.0812052538892083,0.00105153814839188,-0.234077867571824,-0.0774563359537481,0.0853941132445155,0.0129491393478867,"true"
"10","e[7]",0.134140531878954,0.0757541981776984,0.000995934406937674,-0.0142676393961864,0.135457608866786,0.282830445719846,0.0131469203145875,"true"
"11","e[8]",-0.666547340191095,0.0799765995989247,0.00103668840804408,-0.821382082617276,-0.666602645262473,-0.50801504837098,0.0129623966665621,"true"
"12","e[9]",-0.378216226848779,0.083938548754599,0.00108475267002436,-0.539537958126482,-0.378665475355808,-0.210982212370057,0.0129231763727024,"true"
"13","e[10]",0.270758543068798,0.0955713372980854,0.00126878811184827,0.0774671621375987,0.274245632022368,0.452466272628333,0.0132758225187426,"true"
"14","e[11]",0.610588313542856,0.0764426583168922,0.000994597140344489,0.460189732809774,0.611795140116466,0.760551500479467,0.0130110224087367,"true"
"15","e[12]",0.371345605941546,0.076159745613457,0.000991344695013636,0.223050815458302,0.372744799522074,0.519787356938822,0.0130166492420436,"true"
"16","e[13]",0.0265662657392649,0.0961646698395031,0.00122161161463591,-0.163697622939131,0.0251879763969995,0.219295033343248,0.0127033308248732,"true"
"17","e[14]",-0.0667210758821802,0.0767238428481735,0.00100744469279853,-0.217576588034173,-0.0643798106237501,0.0796949154034014,0.0131307903175827,"true"
"18","e[15]",-0.485880124759808,0.0757758330571283,0.000996225407013942,-0.634418450667944,-0.484574643754998,-0.337828980430648,0.0131470069918318,"true"
"19","e[16]",0.399189320397435,0.077836076275443,0.00102117610276636,0.247729094395135,0.401560470281439,0.5473332832855,0.0131195732317321,"true"
"20","e[17]",-0.56520022184243,0.076409821589712,0.00100359208929724,-0.714408822649699,-0.563011123856374,-0.418725450576843,0.0131343336290732,"true"
"21","e[18]",-0.475605791739739,0.0792781494243398,0.00102827785343194,-0.629398507767186,-0.475420226145861,-0.319076290358898,0.0129705077741919,"true"
"22","e[19]",0.154841187495851,0.0756919308978226,0.000995003857491968,0.00685396488539611,0.156268625975121,0.30228958093958,0.0131454416037442,"true"
"23","e[20]",-0.132187002879228,0.0969918750424263,0.00123202426000302,-0.32408639077485,-0.13359352449188,0.0615429218312506,0.0127023450104878,"true"
"24","e[21]",-0.0899657907575623,0.0806657072380902,0.00104500950923034,-0.24586169392116,-0.0899715155549732,0.0706073663374265,0.0129548174188311,"true"
"25","e[22]",0.0269906068703925,0.103996768309476,0.00132034085310523,-0.177284432949309,0.0255805683025976,0.233502951019581,0.0126959796402147,"true"
"26","e[23]",0.484472343657326,0.0917515783997716,0.00118051937301874,0.304544685097473,0.483186036414109,0.668643979402234,0.0128664748182869,"true"
"27","e[24]",-0.272860725102397,0.0807349122679542,0.00104584628166161,-0.429195746364501,-0.27287611345399,-0.112009785091462,0.0129540771431139,"true"
"28","e[25]",-0.355950624056342,0.106766983842859,0.00135532329477013,-0.566067938634743,-0.356894670150833,-0.143815582095228,0.0126942173131435,"true"
"29","e[26]",0.431849565216056,0.0811009091084156,0.0010502747043189,0.274842793190761,0.431716921901128,0.593970406575248,0.0129502210994318,"true"
"30","e[27]",0.380232077954814,0.0769995694965388,0.00100110737611875,0.229582392364458,0.381451562232141,0.532343350040534,0.0130014671856541,"true"
"31","e[28]",-0.811466472316265,0.0771253629482454,0.00101239004718388,-0.962528042741963,-0.80886482270732,-0.664475111660892,0.0131265514803897,"true"
"32","e[29]",-0.0680064259977299,0.102981402353406,0.00130752578372743,-0.270678524739292,-0.0693028516545446,0.136918730303915,0.0126967175999443,"true"
"33","e[30]",0.508530072714595,0.0759171677583764,0.000998088261703165,0.360002374917255,0.509947700609511,0.656840240555003,0.0131470692489452,"true"
"34","e[31]",-0.315056958156845,0.0772282924323274,0.00101366029304434,-0.466183107602791,-0.312470175933589,-0.168372831599182,0.0131255044119042,"true"
"35","e[32]",0.369829576934231,0.0825441137527618,0.00106778144716687,0.210803789130564,0.369397346107552,0.535536275327518,0.0129358884434221,"true"
"36","e[33]",0.404849171048786,0.118336600002554,0.00150166156609643,0.173309750384438,0.403589278712063,0.645262834295816,0.0126897474328654,"true"
"37","e[34]",0.724721132102461,0.0782327095830666,0.00102609184358105,0.571508581798681,0.727505634366544,0.874410707733349,0.013115892943623,"true"
