"variable","point_estimate","Upper C.I.","converge"
"Tau",0.999806074939688,0.999949291317489,"true"
"alpha",0.999821017092312,0.999877835929893,"true"
"beta",1.00010864113215,1.00031144665872,"true"
"e[1]",1.0003346681428,1.0006676283623,"true"
"e[2]",1.00020603673936,1.00048986601659,"true"
"e[3]",1.00028453545058,1.00061152576094,"true"
"e[4]",1.00031738296737,1.00065332486503,"true"
"e[5]",1.00028806487121,1.0005565508319,"true"
"e[6]",0.999944645430641,0.999976472334916,"true"
"e[7]",1.00007464925668,1.00019486346859,"true"
"e[8]",0.999956474057356,0.999996928603081,"true"
"e[9]",0.99992724347432,0.999945802625537,"true"
"e[10]",1.00033490960648,1.00065335997237,"true"
"e[11]",1.00002788759658,1.00011732387624,"true"
"e[12]",1.00004120682672,1.00013946217802,"true"
"e[13]",0.999907558541503,0.99990811794471,"true"
"e[14]",1.00017828765492,1.00036680012635,"true"
"e[15]",1.00007149425934,1.00018964406514,"true"
"e[16]",1.00021250096142,1.00042442266869,"true"
"e[17]",1.00016483145617,1.00034432034015,"true"
"e[18]",0.999964913666125,1.00001139275333,"true"
"e[19]",1.0000987192229,1.00023466686246,"true"
"e[20]",0.999907667322648,0.999908144379576,"true"
"e[21]",0.99994943526301,0.999984785277313,"true"
"e[22]",0.999911299908845,0.999913606455177,"true"
"e[23]",0.999908916215026,0.99991156533336,"true"
"e[24]",0.999948788205842,0.999983664796921,"true"
"e[25]",0.999913586714361,0.999917482347518,"true"
"e[26]",0.999945527752023,0.999978006975732,"true"
"e[27]",1.00000875730675,1.00008540805464,"true"
"e[28]",1.00019244678408,1.00039055423638,"true"
"e[29]",0.999910551245847,0.999912373066035,"true"
"e[30]",1.00005707940443,1.00016578173554,"true"
"e[31]",1.00019568602213,1.00039600542625,"true"
"e[32]",0.999934905798197,0.999959414544167,"true"
"e[33]",0.99992511782324,0.999938209871844,"true"
"e[34]",1.00022184110552,1.00044030845549,"true"
"e[35]",0.999923567602827,0.999939189310093,"true"
"e[36]",1.00026027246679,1.00050675214116,"true"
"e[37]",0.999956484531251,0.999996946614689,"true"
"e[38]",1.00031962066637,1.00065575608854,"true"
"e[39]",1.00033483189116,1.00065311928283,"true"
"e[40]",1.00030220683576,1.00058292656033,"true"
"e[41]",0.999914375527178,0.999922262722451,"true"
"e[42]",1.0002458814008,1.00048162797706,"true"
"e[43]",0.999928268427547,0.999944076561909,"true"
"e0",0.999969929961847,1.00041093833554,"true"
"lnalpha",0.999969125156392,1.00002432801948,"true"
"lnalpha.c",0.999910311176158,0.999993646773553,"true"
"lnalphai[1]",0.9999409066001,1.00001332325976,"true"
"lnalphai[2]",0.999909943390951,1.00018579538097,"true"
"lnalphai[3]",1.00003185513017,1.00046431244369,"true"
"lnalphai[4]",1.00033752277809,1.00068038960072,"true"
"lnalphai[5]",0.999981650531575,1.00011836545871,"true"
"lnalphai[6]",0.999886029451117,1.00009987242494,"true"
"lnalphai[7]",1.00012369942995,1.00061633415093,"true"
"lnalphai[8]",1.00001337732064,1.00030385348177,"true"
"lnalphai[9]",1.00056653301855,1.00088524202915,"true"
"lnalphai[10]",1.00094550540531,1.00139111143006,"true"
"lnalphai[11]",1.00032951318346,1.00100245650571,"true"
"lnalphai[12]",1.00039480501811,1.00111549969012,"true"
"lnalphai[13]",1.0003546529287,1.00105560111007,"true"
"lnalphai[14]",1.00018362842125,1.00074304916217,"true"
"lnalphai[15]",1.00053974588256,1.00137715641129,"true"
"lnalphai[16]",1.00084774763315,1.00199700392675,"true"
"lnalphai[17]",1.00111202663882,1.00213278134699,"true"
"lnalphai[18]",1.00103475372204,1.0022944903586,"true"
"lnalphai[19]",1.00122292473054,1.00291370704613,"true"
"lnalphai[20]",1.0009040722767,1.00234030833571,"true"
"lnalphai[21]",1.00054478086886,1.00186382761894,"true"
"lnalphai[22]",1.00032539151883,1.00134152910136,"true"
"lnalphai[23]",1.0003027897477,1.00101032880368,"true"
"lnalphai[24]",1.00026266548903,1.00089856541992,"true"
"lnalphai[25]",1.00013537703026,1.00059229329605,"true"
"lnalphai[26]",1.00020126831877,1.00082265405422,"true"
"lnalphai[27]",1.00014902387139,1.00065746260291,"true"
"lnalphai[28]",1.00020558078605,1.00076121679982,"true"
"lnalphai[29]",1.00016496701566,1.00052843018316,"true"
"lnalphai[30]",1.00016645316432,1.00039739210349,"true"
"lnalphai[31]",1.00020150177277,1.00032712253578,"true"
"lnalphai[32]",1.00013938359319,1.00026205806726,"true"
"lnalphai[33]",1.00010323608936,1.00023981695267,"true"
"lnalphai[34]",0.999963617178171,0.999991717774847,"true"
"lnalphai[35]",0.999841266707693,0.999882492181588,"true"
"lnalphai[36]",0.999848647295076,1.00000355853612,"true"
"lnalphai[37]",0.999932859612448,1.000225887854,"true"
"lnalphai[38]",0.999918281848681,1.00018936611206,"true"
"lnalphai[39]",0.999939463834666,1.00015241325616,"true"
"lnalphai[40]",0.999913891602345,1.00018415855112,"true"
"lnalphai[41]",0.999894362597553,1.00010514843893,"true"
"lnalphai[42]",0.999901056518079,1.00012587703568,"true"
"lnalphai[43]",0.999900332876742,1.00017357060269,"true"
"phi",1.00020629393831,1.00103812781059,"true"
"sigma",0.999850375917114,0.999977845002558,"true"
"sigmaw",0.999796886220449,0.999869710087684,"true"
"tauw",1.29092502223106,1.3073192973852,"false"
