"","variable","0","2.5","5","50","95","97.5","100","mean","sd","post_cv"
"1","lnalpha",0.960416377861302,1.26398275368519,1.31252093466301,1.56925593491795,1.81927338631773,1.86552597449132,2.16846299249809,1.56848645106929,0.154018208370564,0.0981954343727768
"2","lnalpha.c",1.05322575922197,1.35207243974901,1.39712554363805,1.65168697312609,1.91009309820774,1.95634946968054,2.31055397328907,1.65222253200171,0.154871898439606,0.0937354959395057
"3","beta",0.0650127432136398,0.099179667610434,0.104844090411316,0.135833396873312,0.16505345404274,0.171250777423902,0.209426793825827,0.135442894960874,0.0183782296968899,0.135689876550549
"4","beta1",6.50127432136398e-06,9.9179667610434e-06,1.04844090411316e-05,1.35833396873313e-05,1.6505345404274e-05,1.71250777423902e-05,2.09426793825827e-05,1.35442894960874e-05,1.83782296968899e-06,0.135689876550549
"5","alpha",2.61278415244211,3.53949037951702,3.71552852894358,4.80307307085634,6.16737552526935,6.45933243774348,8.74483283241853,4.85652132065958,0.750864121312152,0.154609456385579
"6","alpha.c",2.86688409618644,3.86542822102635,4.04356020977267,5.21577131225389,6.75371755051114,7.07345800794245,10.0800071633127,5.28167479772291,0.826749386539437,0.156531671903744
"7","Smsy_lambert",36116.0915767027,39675.2963597505,40431.562914972,45309.6848102297,52303.9866128182,54168.3914094931,68888.7144736085,45723.0145561542,3715.93139483403,0.0812704811987047
"8","Smsy_lambert.c",37068.9400913663,40977.5615406446,41745.3605388523,46894.3200657355,54779.065994503,56917.8870763871,74070.6243515949,47461.2481393058,4131.00426269313,0.0870395201274105
"9","Umsy_lambert",0.418416189157784,0.523240223783318,0.538736063703428,0.614928829899472,0.679960992822536,0.691026431104419,0.756367726442882,0.612999151944395,0.0430230394727404,0.070184500804404
"10","Umsy_lambert.c",0.451909995496448,0.551105357379136,0.564913993087974,0.637355288667957,0.70140981885757,0.711900409833804,0.782945797546954,0.635783380605597,0.0412554763901695,0.0648892022796708
"11","Smax",47749.382098246,58393.8955506859,60586.4329071339,73619.5974647892,95379.721235931,100827.117532,153815.998305729,75286.0885497128,10970.4820351735,0.145717253300116
"12","Rmsy.c",98154.8292685013,112479.1931687,114757.177063935,130402.883806329,149491.207149229,154198.130091584,186878.255835088,131092.821287279,10536.9394109824,0.0803776996140129
"13","Rmsy",87053.1308300411,101197.076300538,103884.893741324,118635.284923911,134831.152507713,138426.109865072,160288.159721703,118862.34879005,9328.67744001317,0.0784830312960643
"14","Seq",95961.036280646,104020.860480754,105980.502107795,115853.420887674,129703.024639565,133133.219681043,162108.564287464,116570.344404137,7434.22319195654,0.0637745665928797
"15","MSY",38125.9096129719,54694.6205175222,57429.612105843,72928.0230719408,90371.3525624118,94003.9121127466,117053.920261826,73139.3342338954,9995.50362822831,0.13666385855063
"16","MSY.c",45906.2279514295,64025.9166533034,66657.4762830645,82827.7767283712,103164.271730809,107390.705997553,146315.545058987,83631.5731479728,11112.5834962686,0.132875456935465
"17","Rmax.c",113691.791964074,126256.801866697,128625.897240947,142709.692644126,160703.301598048,164762.728430637,192115.158010284,143421.761979508,9701.99818896671,0.0676466252754092
"18","Rmax",104432.690851442,116255.50003992,118446.453943284,131573.505573499,146074.411555159,149280.03565305,167600.55259246,131866.87679144,8342.75976952884,0.0632665304018971
