"variable","point_estimate","Upper C.I.","converge"
"Tau",1.00127752366821,1.00467198373674,"true"
"alpha",0.999788930258321,0.999796006214175,"true"
"beta",0.99998996889132,1.00016956351166,"true"
"e[1]",1.00031432055931,1.00083461927189,"true"
"e[2]",1.00016416454589,1.0004864521138,"true"
"e[3]",1.00026819688002,1.00070496020521,"true"
"e[4]",1.00030018733993,1.00078752693617,"true"
"e[5]",1.0003039326493,1.00082145342249,"true"
"e[6]",1.00004909763573,1.0002035009463,"true"
"e[7]",1.00021218130217,1.00054153993054,"true"
"e[8]",1.00007392677461,1.00024907165853,"true"
"e[9]",1.00000225819083,1.00012110609772,"true"
"e[10]",1.00031688197629,1.0008533935991,"true"
"e[11]",1.00017219686731,1.00044768850119,"true"
"e[12]",1.00018492106433,1.00047642147214,"true"
"e[13]",0.999873041759834,0.999913064719272,"true"
"e[14]",1.00026851174698,1.00069970267172,"true"
"e[15]",1.00020985812468,1.00053577171627,"true"
"e[16]",1.00028118151656,1.00074182794246,"true"
"e[17]",1.00026291093215,1.00068197881373,"true"
"e[18]",1.00008944201491,1.00027832150818,"true"
"e[19]",1.0002284673146,1.00058334956295,"true"
"e[20]",0.999867347295051,0.99990449419814,"true"
"e[21]",1.0000596542971,1.00022270039948,"true"
"e[22]",0.999828884069931,0.99984813876874,"true"
"e[23]",0.99990872653217,0.999967941073278,"true"
"e[24]",1.00005827148247,1.00022017106833,"true"
"e[25]",0.999817582255726,0.999832186247411,"true"
"e[26]",1.0000511000374,1.00020712352226,"true"
"e[27]",1.0001515766436,1.00040293205956,"true"
"e[28]",1.00027400691128,1.00071762750066,"true"
"e[29]",0.999833517281039,0.999854769333335,"true"
"e[30]",1.00019861749932,1.00050846936625,"true"
"e[31]",1.00027521152869,1.00072162850966,"true"
"e[32]",1.00002489968175,1.00016039535018,"true"
"e[33]",0.999786538143156,0.999790737710049,"true"
"e[34]",1.00028431145124,1.00075264903124,"true"
"e[35]",0.99998972480921,1.00009975741183,"true"
"e[36]",1.00029610379387,1.00079430883052,"true"
"e[37]",1.00007394703945,1.00024910945585,"true"
"e[38]",1.00030210603125,1.00079317298105,"true"
"e[39]",1.00031686531172,1.0008534293298,"true"
"e[40]",1.00030784276997,1.00083404345004,"true"
"e[41]",0.999949653386446,1.00003326497807,"true"
"e[42]",1.00029186169802,1.00077924427969,"true"
"e[43]",0.999781639757167,0.999784767930232,"true"
"e0",1.00005480411246,1.00007192286319,"true"
"lnalpha",0.999771703321858,0.999786570638709,"true"
"lnalpha.c",0.999808363318049,0.999855365453814,"true"
"lnalphai[1]",1.00105067847967,1.00443099920151,"true"
"lnalphai[2]",1.00162782607683,1.00641505481071,"true"
"lnalphai[3]",1.00183614112646,1.00689095670872,"true"
"lnalphai[4]",1.00156131284738,1.00521184286993,"true"
"lnalphai[5]",1.00084357100086,1.0030573674414,"true"
"lnalphai[6]",1.0005713163054,1.00223136434471,"true"
"lnalphai[7]",1.00071147204972,1.00272298349962,"true"
"lnalphai[8]",1.00043018259309,1.00199316502618,"true"
"lnalphai[9]",1.0001527658504,1.00119520749985,"true"
"lnalphai[10]",1.00008093908713,1.00094017352814,"true"
"lnalphai[11]",1.00001174769917,1.00053442373254,"true"
"lnalphai[12]",0.999809561711745,0.999887321482583,"true"
"lnalphai[13]",0.999958631180993,1.00001014232728,"true"
"lnalphai[14]",1.00003615570622,1.00009427761204,"true"
"lnalphai[15]",0.999968275583564,1.0001664484711,"true"
"lnalphai[16]",1.00002608494553,1.0002531495055,"true"
"lnalphai[17]",0.999874162304236,1.00003684441535,"true"
"lnalphai[18]",0.999907673693743,0.999957863701704,"true"
"lnalphai[19]",0.99983781912609,0.999940290212957,"true"
"lnalphai[20]",0.999869672658531,0.99997220463,"true"
"lnalphai[21]",0.999823146948673,0.999948130471772,"true"
"lnalphai[22]",0.999832923392139,0.999929868335018,"true"
"lnalphai[23]",0.999885401313222,1.00009236243874,"true"
"lnalphai[24]",1.00011182085971,1.00052755359786,"true"
"lnalphai[25]",1.00030929485054,1.00079234933824,"true"
"lnalphai[26]",1.00023564440798,1.00061307479052,"true"
"lnalphai[27]",1.00033719139181,1.00099282029357,"true"
"lnalphai[28]",1.00009755918574,1.00058179425801,"true"
"lnalphai[29]",1.00010275003143,1.00057733022022,"true"
"lnalphai[30]",1.00001989694652,1.00050742531262,"true"
"lnalphai[31]",1.00008083845075,1.00078883353946,"true"
"lnalphai[32]",1.00006245490212,1.00060151569367,"true"
"lnalphai[33]",1.00003441836994,1.00054076135083,"true"
"lnalphai[34]",1.00011858395145,1.00073025016155,"true"
"lnalphai[35]",1.00013571661504,1.00091103894728,"true"
"lnalphai[36]",1.00041171133912,1.00136859091964,"true"
"lnalphai[37]",1.00034112501139,1.00115544482731,"true"
"lnalphai[38]",1.00059078442813,1.00168008583246,"true"
"lnalphai[39]",1.00040710577232,1.00152954503066,"true"
"lnalphai[40]",1.00041417252698,1.0016706302853,"true"
"lnalphai[41]",1.00025612100354,1.0012820296263,"true"
"lnalphai[42]",1.00041703363013,1.00195430287489,"true"
"lnalphai[43]",1.00035319251205,1.00173480021717,"true"
"phi",1.00033903870858,1.00035567958135,"true"
"sigma",1.0009004251901,1.00388714594543,"true"
"sigmaw",1.00001497817158,1.00020781011388,"true"
"tauw",1.05319375669286,1.05332716026544,"false"
