"variable","point_estimate","Upper C.I.","converge"
"Tau",0.999885157984095,1.00019331146012,"true"
"alpha",0.999980736688175,1.00007133463037,"true"
"beta",1.00020024655194,1.00024451987406,"true"
"e[1]",1.00018034642573,1.00036708972093,"true"
"e[2]",1.00022459763259,1.00030153304916,"true"
"e[3]",1.00022261256388,1.00034750804925,"true"
"e[4]",1.00020673159287,1.00036328561018,"true"
"e[5]",1.00005678686038,1.000313678365,"true"
"e[6]",0.99993345979135,1.00015340253829,"true"
"e[7]",0.999921690575285,1.00019145460598,"true"
"e[8]",0.999926782691378,1.00015511953604,"true"
"e[9]",0.999948652528253,1.00015218371034,"true"
"e[10]",1.00014205284649,1.00035815586444,"true"
"e[11]",0.999914671064389,1.00017386548431,"true"
"e[12]",0.999915745627833,1.00017851336971,"true"
"e[13]",1.00000586315097,1.00015838000848,"true"
"e[14]",0.999965034431468,1.00024190973357,"true"
"e[15]",0.99992094602867,1.00019015979732,"true"
"e[16]",0.999987435240166,1.00026194953075,"true"
"e[17]",0.999957379131768,1.00023450266144,"true"
"e[18]",0.999923182051364,1.0001566591762,"true"
"e[19]",0.999928539463358,1.00020181585525,"true"
"e[20]",1.00000898171406,1.00015892466587,"true"
"e[21]",0.999930492147107,1.00015402890689,"true"
"e[22]",1.00003222342723,1.00016332460729,"true"
"e[23]",0.999987683121983,1.00015548956599,"true"
"e[24]",0.999930870387082,1.00015393848076,"true"
"e[25]",1.00004005397777,1.00016492322746,"true"
"e[26]",0.999932882914721,1.0001535102371,"true"
"e[27]",0.999914619607717,1.00016774465365,"true"
"e[28]",0.99997377594578,1.00024998825131,"true"
"e[29]",1.00002917560479,1.00016271712054,"true"
"e[30]",0.999918019083851,1.00018443674203,"true"
"e[31]",0.999975878184378,1.00025187835788,"true"
"e[32]",0.999940917389896,1.00015247955554,"true"
"e[33]",1.00006648479971,1.00017071692446,"true"
"e[34]",0.999994347235197,1.00026773877724,"true"
"e[35]",0.999953228312957,1.00015222829396,"true"
"e[36]",1.00002715295111,1.00029320480855,"true"
"e[37]",0.999926777685338,1.00015512129709,"true"
"e[38]",1.00020474468301,1.000364131421,"true"
"e[39]",1.00014170190411,1.00035802977125,"true"
"e[40]",1.00007492197909,1.00032505893799,"true"
"e[41]",0.999969204607985,1.00015324264329,"true"
"e[42]",1.00001395764506,1.00028333499876,"true"
"e[43]",1.0000719941106,1.00017200935203,"true"
"e0",1.00017428249382,1.00075158312369,"true"
"lnalpha",1.00012121918524,1.00018586395527,"true"
"lnalpha.c",1.00023960303104,1.00036510517426,"true"
"phi",1.00005398144272,1.00021210501459,"true"
"sigma",0.999987472712955,1.00029166356707,"true"
"sigmaw",0.999903044484681,1.00030086545965,"true"
"tauw",1.16987593715037,1.17125783532428,"false"
