"lnalpha","lnalpha.c","beta","beta1","alpha","alpha.c","Smsy_lambert","Smsy_lambert.c","Umsy_lambert","Umsy_lambert.c","Smax","Rmsy.c","Rmsy","Seq","MSY","MSY.c","Rmax.c","Rmax"
1.95891413707689,2.05067298072258,0.194458407227876,1.94458407227876e-05,7.09162235300526,7.77313051345397,36638.8677559972,37663.7008884613,0.7124735866464,0.732402328507733,51424.8786800022,140747.491106438,127427.832902916,100736.921843721,90788.9651469184,103083.790217977,147053.29279444,134160.415351201
1.78582473194232,1.85805001532933,0.183393605931346,1.83393605931346e-05,5.9644970308873,6.41122278819946,36630.1466678491,37583.5313695918,0.671773468321094,0.689257934150332,54527.528095737,120947.678154956,111600.2002656,97376.6082450469,74970.0535977504,83364.1467853642,128606.286166343,119645.165568802
1.5633518509638,1.6662423351212,0.137845497535912,1.37845497535912e-05,4.77479886705972,5.29224390791271,44490.7442135269,46516.8461361791,0.61328487718566,0.641213779944306,72544.9882568329,129650.59284874,115047.851994365,113413.341669467,70557.1077808381,83133.7467125606,141238.398510527,127428.923709485
2.23460321317915,2.2804912238195,0.232910876359906,2.32910876359906e-05,9.3427740270331,9.78148412757543,33019.0610458646,33383.1414682162,0.769049844477356,0.777529673500898,42934.8777364414,150056.603024543,142970.507948531,95942.4157473059,109951.446902666,116673.461556327,154497.160927742,147567.796823062
2.35917009919033,2.46076162820974,0.258179494536495,2.58179494536495e-05,10.5821656594209,11.7137296503505,30655.9894378071,31311.6503943993,0.791474785756917,0.808402607192945,38732.742962228,163424.198709902,147013.345839658,91377.129056113,116357.35640185,132112.548315503,166908.697591984,150785.065102105
2.5243924820596,2.64795457239773,0.260659378123285,2.60659378123285e-05,12.4833091252335,14.1251171725199,31397.5548207717,32094.4514142931,0.818406711417409,0.836571974685762,38364.2440644137,196382.789014198,172900.414249019,96846.4092961058,141502.859428247,164288.337599905,199353.664131356,176182.143072144
2.42650743170168,2.52004581251304,0.257409503485191,2.57409503485191e-05,11.3192796059732,12.429166061867,31188.7512873901,31767.9666610312,0.80282809832102,0.817737652495014,38848.6045177244,174298.022032017,158180.506562082,94266.4275734978,126991.755274692,142530.055370986,177632.705986309,161770.649472089
2.47464053760654,2.59270663804857,0.264174943058708,2.64174943058708e-05,11.8774368537669,13.3658993404943,30685.0948241655,31367.5247095586,0.810623317792496,0.828651405404027,37853.7036261523,183062.631961009,162032.064700253,93674.3094918202,131346.969876087,151695.10725145,186128.158984482,165400.426767267
2.26054923252608,2.3591627231831,0.242193907401555,2.42193907401555e-05,9.58835395669966,10.5820876055783,31952.755554813,32679.3320918213,0.773876272006691,0.791473513059123,41289.230217588,156715.497255209,141306.513201297,93336.3376799611,109353.757646484,124036.165163388,160736.185172195,145641.908716404
2.52324828954195,2.59987317208968,0.264216920056797,2.64216920056797e-05,12.4690339846487,13.4620305655212,30968.1451826339,31402.115121086,0.818230794002725,0.829697014056231,37847.6896856204,184389.691977887,170370.690748895,95499.118262356,139402.545566261,152987.576856801,187437.060443073,173611.184826249
2.27286282110045,2.35607519969394,0.240868328809158,2.40868328809158e-05,9.70715090979015,10.549465548131,32222.4960739929,32837.0364680073,0.776137877940234,0.79094020970943,41516.4585956134,157070.072740279,143939.027190094,94361.2152057259,111716.531116102,124233.036272272,161122.531537914,148257.816613567
2.14194681581548,2.22259820904314,0.228425072314818,2.28425072314818e-05,8.51600058576668,9.23128454105357,32882.9247921853,33568.4927019906,0.751128447357766,0.766788537295166,43778.0314510216,143940.149050378,132128.097579141,93770.2150691857,99245.1727869553,110371.656348388,148670.185975774,137150.510876922
2.09469323687551,2.22151170004586,0.203697625554965,2.03697625554965e-05,8.12294876683031,9.22126011414445,36405.3593622653,37633.3790393463,0.741568525956866,0.766582995192482,49092.3739182303,161228.095058369,140870.455106366,102833.463628681,104465.095744101,123594.716019023,166536.650019644,146701.06462284
1.80428207607166,1.84585396599139,0.169210909535545,1.69210909535545e-05,6.07560805801246,6.3335060804786,39968.5074263778,40562.178025582,0.676310749439558,0.686356303645143,59097.8443851421,129325.659967002,123478.018986345,106629.181358584,83509.5115599667,88763.4819414205,137696.008131967,132089.077666049
