"","variable","Mean","SD","time_series_se","2.5%","50%","97.5%","mc_error","converge"
"1","Tau",6.81651730017369,1.85507638197449,0.163449171883989,4.01519732120834,6.36561864282844,10.9403066115566,0.0881091331182916,"false"
"2","alpha",7.78250150140225,1.73575607234085,0.279041164915885,4.78836950262098,7.6785003338459,12.0401260647594,0.160760586906413,"false"
"3","beta",0.20176726769271,0.0322141438335491,0.00489450525380942,0.135986433044915,0.204407521576248,0.261987761091953,0.151936530708356,"false"
"4","e[1]",-0.05830883412129,0.0901022407153118,0.0114828847822444,-0.220973259004676,-0.055397247073393,0.142453780597327,0.127442832620843,"false"
"5","e[2]",0.0790826732700704,0.0819157839258659,0.00749432987771553,-0.0917759354321891,0.0876633645374092,0.211088633034147,0.0914882275252096,"false"
"6","e[3]",-0.407647099829657,0.0669445096169277,0.00547873803476623,-0.55031892931438,-0.399514493125217,-0.302568562322886,0.0818399905551159,"false"
"7","e[4]",0.549865710332591,0.0884693796779883,0.00958721034809416,0.365263555731001,0.559856067739259,0.702979220908989,0.108367554774203,"false"
"8","e[5]",-0.44805839356068,0.0796173299034351,0.00722797001734885,-0.614390935888656,-0.439164188843515,-0.323432376356086,0.0907838786620374,"false"
"9","e[6]",-0.479544233240631,0.0613770823289003,0.00502886267922466,-0.601411598707952,-0.476963153399365,-0.355163533013915,0.0819338829479802,"false"
"10","e[7]",0.240645053872215,0.0700881650232531,0.00615502130573206,0.084946811573743,0.248391847388564,0.34433592589306,0.0878182686576259,"false"
"11","e[8]",-0.267105858600343,0.091761451909052,0.0118151191828856,-0.432638502696862,-0.263941091827352,-0.0643231649637923,0.128759069708225,"false"
"12","e[9]",-0.130068092958723,0.0625220774179283,0.0055855171643326,-0.253205379391662,-0.130255342742792,-0.00345132279019502,0.0893367174445638,"false"
"13","e[10]",-0.167633865825506,0.105826428553769,0.0145965805289642,-0.367522859602067,-0.163371717990721,0.0564945986402357,0.137929444737407,"false"
"14","e[11]",0.359098131376532,0.0813254582880496,0.00970988707470069,0.214072246991626,0.363202751830828,0.547320723446374,0.11939541785684,"false"
"15","e[12]",-0.313942203473386,0.0625948844146653,0.00559704145764399,-0.437138254448317,-0.314420011106457,-0.187549778044832,0.0894169149760849,"false"
"16","e[13]",-0.541882305504599,0.111362070715259,0.0156747639432751,-0.755530813460545,-0.537067676047731,-0.308605027477304,0.140754961205362,"false"
"17","e[14]",0.40851567004143,0.0629999731308658,0.00566024251472097,0.285679479377626,0.407294612249914,0.532918849664796,0.0898451575997233,"false"
"18","e[15]",0.387252628039902,0.0618351202282929,0.00506568281073117,0.268837007877687,0.389141028225289,0.497689281096296,0.0819224219509699,"false"
"19","e[16]",-0.701797263241609,0.0844933193290448,0.00891456726551932,-0.87828840933336,-0.692303134498783,-0.561022730224146,0.105506178906323,"false"
"20","e[17]",-0.255496142209128,0.103791787488609,0.0141979846754225,-0.450240478617121,-0.251160414819378,-0.0348539930488742,0.136792948835,"false"
"21","e[18]",0.554248235905767,0.0654774593623028,0.00536007893678694,0.419167235595038,0.562150452401213,0.66194142056062,0.0818614373402656,"false"
"22","e[19]",-0.189484952873791,0.0851081436585503,0.00901825202705079,-0.367290929172527,-0.179696285656937,-0.0467642677368769,0.105962269171697,"false"
"23","e[20]",0.317221363410982,0.0648700290379295,0.00594015870147299,0.194021656365795,0.313509091509214,0.442676329815098,0.0915701563506281,"false"
"24","e[21]",0.145866626013671,0.13416693927828,0.0200250244340641,-0.12190520732155,0.142733173843317,0.427757293789708,0.149254537233867,"false"
"25","e[22]",0.857072733437089,0.0904745294456803,0.00992810081656706,0.669597334997599,0.866272224769255,1.01621237747987,0.109733655177812,"false"
"26","e[23]",-0.128204689736526,0.068357011976372,0.00687085795134273,-0.260392660440333,-0.131150444535285,0.0133381761905096,0.100514310861301,"false"
"27","e[24]",0.27674481847452,0.100148520017913,0.0115836401250077,0.0752956729215565,0.281895530067105,0.46157096747637,0.115664616141465,"false"
"28","e[25]",-0.310288095448388,0.061870838389482,0.00506882507844249,-0.43378295665371,-0.30808376715148,-0.183395581807427,0.0819259155102088,"false"
"29","e[26]",0.174734952869838,0.205399735734003,0.0275072261396331,-0.246988512109741,0.185282408525954,0.567215182948142,0.133920455356649,"false"
"30","e[27]",-0.194210388560867,0.144887300778119,0.0180487098784973,-0.483718685519033,-0.175048650424945,0.0869190020719219,0.124570682051266,"false"
"31","e[28]",-0.310749839793006,0.115655947157868,0.0142564324712543,-0.539831829504704,-0.299644511108296,-0.0897438435809763,0.123265883178447,"false"
"32","e[29]",0.145933041688895,0.073803881458374,0.00790694676851332,0.0110931971691366,0.143189710638389,0.310230044985611,0.107134565449283,"false"
"33","e[30]",0.0143869127095081,0.0962066677894366,0.0109072789092586,-0.181030185551608,0.0208519874106017,0.189545409526575,0.113373419533986,"false"
"34","e[31]",0.324431051107807,0.139957193412295,0.0211079941648564,0.0433677483613362,0.31865042679885,0.618325119785031,0.150817501053162,"false"
"35","e0",0.032915890181475,0.203783787866983,0.0166828082781486,-0.337264615920171,0.0484186311100471,0.40695486933141,0.0818652379208797,"false"
"36","lnalpha",2.02730732673138,0.223476504046327,0.0360535781292666,1.56618843225614,2.03842278181701,2.48800766938878,0.161330508919151,"false"
"37","lnalpha.c",2.11542943926716,0.229291127017023,0.0355800036955504,1.66349594911515,2.13219207763526,2.59467743490987,0.155173923031522,"false"
"38","phi",-0.211963775668418,0.209207771268383,0.0153035268706082,-0.583490288211482,-0.194656951248222,0.172868851373939,0.0731498967644753,"false"
"39","sigma",0.393671116117765,0.0543442828511992,0.00445702364584718,0.302334997402569,0.396350826237285,0.499178408421167,0.0820145820683844,"false"
"40","sigmaw",1.01129276408328,0.561911469992229,0.0458163398507805,0.065429754025515,1.01576830855344,1.92940334508414,0.0815365805781009,"false"
"41","tauw",106.84926749867,712.021300126333,60.1949037780562,0.268632495843156,0.969195904567588,254.133419198939,0.084540875065642,"false"
