"","variable","chain1","chain2","chain3"
"1","Tau",0.0356116347232222,0.350158762631514,1.25149499120288
"2","alpha",-0.108911680455628,-2.21734896809291,-2.59569419050152
"3","beta",0.0562410194529347,-1.13475970447435,-2.74289148203601
"4","e[1]",-0.120647184718439,3.34315072928261,1.81606018949297
"5","e[2]",-0.0976800795183894,4.92088594046389,-2.64688097512346
"6","e[3]",-0.140471048048265,2.86586895092177,-0.361640682369331
"7","e[4]",-0.0845089375962669,4.34406517090045,-3.26413358179506
"8","e[5]",-0.102861455507026,5.10472395077233,-2.07551235597486
"9","e[6]",-0.189832388250913,3.49854764873187,0.730284379596201
"10","e[7]",-0.129065194493021,2.69116344157946,-0.912868081603229
"11","e[8]",-0.119204599609147,3.32075051150312,1.83416198614242
"12","e[9]",-0.197264950780408,3.56107884099827,0.900792633112807
"13","e[10]",-0.135702472985782,3.13724818610598,1.95665542270334
"14","e[11]",-0.130134085262011,3.46072852656247,1.69911085094713
"15","e[12]",-0.197569598750798,3.56324611696905,0.90816405858968
"16","e[13]",-0.130939726444839,3.06970104857772,1.99429168164132
"17","e[14]",-0.199092765898459,3.57347631893989,0.945710550931918
"18","e[15]",-0.168683909275462,3.25973105110792,0.274719070273594
"19","e[16]",-0.0922407378411579,4.69949022817266,-2.91106596938969
"20","e[17]",-0.137596750898641,3.16281730512378,1.94160416069667
"21","e[18]",-0.146704022378708,2.95807430562875,-0.216360346977237
"22","e[19]",-0.090995665294249,4.64520123142539,-2.96996130272711
"23","e[20]",-0.203854720962796,3.59688502443478,1.25509072549472
"24","e[21]",-0.116001980084476,2.823843122043,2.11398443146786
"25","e[22]",-0.0808746309418756,4.16420240195221,-3.41778189351153
"26","e[23]",-0.154154214912068,3.59561220443705,1.45635152043019
"27","e[24]",-0.0653663967964496,2.68548894076499,-3.95641295821932
"28","e[25]",-0.193907359961684,3.53491233384181,0.821917871553262
"29","e[26]",0.00958434512814365,0.255919337493198,-2.90960820330863
"30","e[27]",-0.0173736817708871,0.867226827063532,-4.38836017165313
"31","e[28]",-0.0457186873767788,1.38433284857825,-4.33069616737636
"32","e[29]",-0.141983739259519,3.55131438480305,1.66385668585639
"33","e[30]",-0.0713181452611209,2.88452521756396,-3.77410789811485
"34","e[31]",-0.1131043620421,2.76937047401762,2.13814441236949
"35","e0",1.36747368719761,1.35416843771362,-0.567633652204913
"36","lnalpha",0.0899330258034398,-2.20499641409334,-2.35614616029938
"37","lnalpha.c",0.0622395252596958,-2.2152166884927,-2.75037985818923
"38","phi",-0.526223588304711,-1.38541367977719,2.40226668816345
"39","sigma",-0.0754554953705747,-0.131503496876155,-1.48873110018176
"40","sigmaw",-0.748953338569641,-2.15488521770244,-0.256366128018365
"41","tauw",-0.97093345193367,-0.399528150387911,0.867840136382412
