Escapement,Median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127775
2000,5425.153113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100859
4000,10530.28141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85351
6000,15325.72971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73920
8000,19821.54559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107133
10000,24027.48742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123974
12000,27953.0321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150652
14000,31607.38271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67734
16000,34999.47589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93734
18000,38137.98905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170156
20000,41031.3474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243529
22000,43687.7308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195173
24000,46115.08038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128292
26000,48321.10508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140093
28000,50313.28794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84489
30000,52098.89227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197088
32000,53684.96764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73579
34000,55078.35571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77006
36000,56285.69593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157132
38000,57313.43108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104281
40000,58167.81265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"113,801 a"
42000,58854.9061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"118,316 b"
44000,59380.59599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46000,59750.59091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48000,59970.4284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50000,60045.47961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52000,59980.95396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54000,59781.90354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56000,59453.22756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58000,58999.67651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60000,58425.85636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62000,57736.23252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64000,56935.13384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66000,56026.75633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68000,55015.16696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70000,53904.30721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72000,52697.99662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74000,51399.93621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76000,50013.71182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78000,48542.79733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80000,46990.55786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82000,45360.25281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84000,43655.03887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
