"variable","point_estimate","Upper C.I.","converge"
"Tau",1.00139171525266,1.00475289433501,"true"
"alpha",1.00007450127877,1.00064476199342,"true"
"beta",1.00000977186314,1.00063818395729,"true"
"e[1]",1.00008206777473,1.00030424516346,"true"
"e[2]",1.0001559645466,1.00092288788811,"true"
"e[3]",1.00021692410587,1.00080971270189,"true"
"e[4]",1.00014292013612,1.00094056346942,"true"
"e[5]",1.00016173780817,1.00091371175644,"true"
"e[6]",1.00027284129463,1.00055838639729,"true"
"e[7]",1.00019780325981,1.0008481757618,"true"
"e[8]",1.000076614549,1.00030356749875,"true"
"e[9]",1.00026091303373,1.0005016496211,"true"
"e[10]",1.00004215624955,1.0003087484973,"true"
"e[11]",1.00011799768166,1.00031626567159,"true"
"e[12]",1.00026013491412,1.00049912714051,"true"
"e[13]",1.00003283567501,1.00031394968772,"true"
"e[14]",1.00025581205866,1.00048622683594,"true"
"e[15]",1.00026358812299,1.00068635364612,"true"
"e[16]",1.00015031641482,1.0009311689479,"true"
"e[17]",1.00004608162751,1.00030715115843,"true"
"e[18]",1.00022787055912,1.00078608232619,"true"
"e[19]",1.00014907807117,1.00093286991425,"true"
"e[20]",1.00023638423216,1.00044196437271,"true"
"e[21]",1.00000877055383,1.00034148510052,"true"
"e[22]",1.00013966301383,1.00094402164833,"true"
"e[23]",1.00020364797964,1.00039082134733,"true"
"e[24]",1.00012692403664,1.00095204080963,"true"
"e[25]",1.00026783361266,1.00052833531362,"true"
"e[26]",1.00006866086009,1.00085717148915,"true"
"e[27]",1.00009303313439,1.00091850052724,"true"
"e[28]",1.0001122694557,1.00094734191197,"true"
"e[29]",1.00016158990421,1.00034597578796,"true"
"e[30]",1.00013162838198,1.0009502360405,"true"
"e[31]",1.00000504752288,1.00034888184212,"true"
"e0",1.00002054890027,1.00053838340487,"true"
"lnalpha",0.999987971829115,1.00043491082059,"true"
"lnalpha.c",1.00026735675638,1.00087127098528,"true"
"phi",1.00032066615593,1.00163589438915,"true"
"sigma",1.00087156560967,1.00362851156286,"true"
"sigmaw",0.999836128843397,1.00003663694702,"true"
"tauw",1.18958286043206,1.1917362568912,"false"
