"lnalpha","lnalpha.c","beta","beta1","alpha","alpha.c","Smsy_lambert","Smsy_lambert.c","Umsy_lambert","Umsy_lambert.c","Smax","Rmsy.c","Rmsy","Seq","MSY","MSY.c","Rmax.c","Rmax"
1.70043555003258,1.77575273501498,0.142676584298181,1.42676584298181e-05,5.47633208898177,5.90472415652718,45568.7254277882,46908.7066153726,0.65015900948585,0.669277403372686,70088.5856581827,141837.017167089,130255.535124164,119181.122704677,84686.8096963757,94928.3105517162,152248.29173335,141202.566523001
1.66156103167433,1.75194427391124,0.139247535419141,1.39247535419141e-05,5.2675272065925,5.76580208368831,45959.6011392976,47636.06633505,0.639976118749394,0.663320483421843,71814.5565011227,141487.866025232,127657.090356475,119324.26858924,81697.4892171778,93851.7996901817,152327.295565248,139163.322301088
1.6618956360177,1.71202960308521,0.142087749340868,1.42087749340868e-05,5.26929003898391,5.54019447029928,45047.1409227869,45968.3760526142,0.640064686795972,0.653154309417061,70379.0442623595,132532.642903407,125153.435270887,116962.626526712,80106.2943481003,86564.2668507926,143441.194273924,136427.206701774
1.5263840655777,1.59688752155267,0.124095535569204,1.24095535569204e-05,4.60150795269155,4.93764018415931,48581.6338286636,50167.4434966075,0.602876386879498,0.622555576884929,80583.076209243,132913.458046545,122333.782791008,123000.723481022,73752.1489623439,82746.0145499376,146375.63739279,136411.045443137
1.62446860004874,1.71831157517645,0.141055941781079,1.41055941781079e-05,5.07572108246122,5.57510736343752,44667.2726209279,46419.1201251342,0.630058420633718,0.654769270589983,70893.8586615527,134458.251165713,120741.422733406,115164.847331985,76074.1501124776,88039.1310405784,145400.991651619,132376.801131565
1.55711072479231,1.70473590575854,0.133351814520001,1.33351814520001e-05,4.7450915448889,5.49993297476903,45859.262058207,48838.647506234,0.611541580801014,0.651272226365903,74989.6057732317,140048.058109298,118054.493844593,116767.119397446,72195.2317863858,91209.4106030639,151727.389426332,130903.477551049
1.59178787411029,1.7305204398138,0.122366590750291,1.22366590750291e-05,4.91252405615339,5.64359029333767,50761.9195782036,53764.0138184726,0.62115630387252,0.6578919076018,81721.6524435715,157155.048398836,133991.722964086,130083.535411932,83229.8033858821,103391.034580364,169667.294854229,147688.727244751
1.54200050765682,1.63245258878599,0.128585926665423,1.28585926665423e-05,4.67393115968563,5.11640778738616,47228.9255642533,49166.332888001,0.607297515909179,0.632209847514427,77769.0083147259,133680.395072376,120266.429364706,119919.850301275,73037.5038004527,84514.0621843754,146378.479079311,133719.39120312
1.76479438971288,1.8321096139291,0.157717080257827,1.57717080257827e-05,5.84037139418568,6.24705163427755,42262.1004434913,43309.3003850196,0.666545508751046,0.683061640473447,63404.6736323837,136648.970007025,126740.234582532,111896.212308007,84478.1341390407,93339.6696220052,145714.202953178,136228.274148518
1.45253576516956,1.59677366814021,0.123609273922954,1.23609273922954e-05,4.27393849019971,4.93707804897593,47042.3784631796,50362.2712373781,0.581487424544242,0.622524378076316,80900.0787937081,133418.605897575,112403.739390509,117510.257852896,65361.3609273291,83056.3346601969,146934.728765508,127198.716849984
1.73289199505902,1.84277772479171,0.150495757370235,1.50495757370235e-05,5.65699026260299,6.31405262523674,43755.1223378392,45557.5081888709,0.658496027506042,0.685621169878483,66447.0558821067,144912.773456348,128124.782907506,115145.571233342,84369.6605696667,99355.2652674766,154343.895926901,138282.331202133
1.59495895035147,1.66066235982447,0.137169517498352,1.37169517498352e-05,4.92812677009509,5.26279555459326,45347.3086881443,46638.5081244402,0.62202684526016,0.639738165627245,72902.4945365147,129457.254903622,119974.945626382,116276.486163963,74627.6369382375,82818.7467791816,141144.645175746,132169.05295496
1.77804253571753,1.88960586386858,0.151312552565213,1.51312552565213e-05,5.91826028965838,6.6167602627484,44269.0381634014,46041.814240413,0.669846116411108,0.696670443745026,66088.3702671673,151788.090843712,134086.074294147,117507.933451273,89817.0361307459,105746.276603299,160870.332735693,143888.015313754
1.82862124845937,1.92182561437359,0.152988080138329,1.52988080138329e-05,6.22529760013951,6.8334222827107,44593.0999851653,46023.0724284728,0.682221275414701,0.704098149289935,65364.5695204369,155534.925915579,140327.518915431,119527.04072147,95734.4189302662,109511.853487106,164318.394503617,149695.257316421
1.35896620702467,1.45575139336503,0.101194561360829,1.01194561360829e-05,3.89216752579729,4.28770400784625,54670.6923738034,57555.9976212413,0.553237673405986,0.582435393296644,98819.5399587041,137837.347077,122370.86504271,134292.415397603,67700.1726689071,80281.3494557583,155873.807159522,141494.601595278
1.43239862118475,1.49776909148244,0.126177157673745,1.26177157673745e-05,4.18873433877628,4.47170197630668,45611.7814061568,47130.8035827308,0.575516493426505,0.594683083494853,79253.6476836551,116281.363208615,107452.423238639,113522.81566593,61840.6418324823,69150.5596258841,130375.993124089,122125.848780733
1.56344143974563,1.68282037713602,0.119018271427807,1.19018271427807e-05,4.77522665463591,5.38071022281205,51530.7316255658,54241.3826693529,0.613309860348506,0.645571560516058,84020.7127866558,153039.024600649,133261.043770105,131361.464167623,81730.3121445391,98797.6419312966,166315.024250226,147599.834218732
