"","variable","chain1","chain2","chain3"
"1","Tau",0.48673027839406,-0.654403930222486,-1.20369822987519
"2","alpha",0.119630664780779,0.54762774827386,-0.0291323879598092
"3","beta",0.116051121070507,0.868873769989474,0.148559504973626
"4","e[1]",0.180777026163805,0.283993641563834,0.340923485151623
"5","e[2]",0.144009097939384,0.808857384893217,0.230721396407055
"6","e[3]",0.16410125064035,0.572142112781562,0.290211729578234
"7","e[4]",0.173567342449567,0.329813598583311,0.318518903267025
"8","e[5]",0.185495343025413,0.145929454023415,0.377430058566657
"9","e[6]",0.0827166184442335,-0.339395602232834,0.276430328313611
"10","e[7]",0.144257328340986,-0.176861345095787,0.350471141836336
"11","e[8]",0.091492468015421,-0.3132005805861,0.288094337342633
"12","e[9]",0.0665425641351968,-0.387287437113851,0.253667802417892
"13","e[10]",0.185965445709111,0.230238781525725,0.359178297879558
"14","e[11]",0.12759876669798,-0.196878154817014,0.332730341721583
"15","e[12]",0.13275426798359,-0.225376713503162,0.338403830746017
"16","e[13]",0.0214378245775513,-0.554369069898123,0.180494287265407
"17","e[14]",0.170326312545935,-0.0269959584649934,0.373661585657653
"18","e[15]",0.143250331685217,-0.181393954952595,0.349449449085602
"19","e[16]",0.176409254768245,0.022225055002989,0.377434969641821
"20","e[17]",0.16761588398189,-0.0459345940672384,0.371663578088168
"21","e[18]",0.097078360909428,-0.296388479817052,0.295278064707481
"22","e[19]",0.151469551839109,-0.142431130663995,0.357571384992215
"23","e[20]",0.0192888454708214,-0.561707586581389,0.176615514809994
"24","e[21]",0.0864258817580539,-0.328350935447033,0.281417504535329
"25","e[22]",0.00372058970954781,-0.615281399239066,0.147354806953193
"26","e[23]",0.0343842098183803,-0.521895579716933,0.203070834262679
"27","e[24]",0.0859382676030412,-0.329804890910336,0.280766716236812
"28","e[25]",-0.00139861281420248,-0.633016615540558,0.137275692929599
"29","e[26]",0.0834179179433533,-0.337310025429724,0.277379733443254
"30","e[27]",0.119490456545826,-0.223761454909992,0.32349587769566
"31","e[28]",0.172983392483247,-0.00685044730978289,0.375454442781677
"32","e[29]",0.00572645651959942,-0.60834441876647,0.151241485831478
"33","e[30]",0.138450475074056,-0.202201093086428,0.344485597552246
"34","e[31]",0.173563486929742,-0.00220242125341908,0.375819374122751
"35","e[32]",0.0743137781422368,-0.364312639236203,0.264814845541566
"36","e[33]",-0.0184783615903807,-0.69223047572459,0.101143466711504
"37","e[34]",0.177869561893247,0.0360604927864115,0.378122528024279
"38","e[35]",0.0622633876769639,-0.399933074759949,0.247358245228144
"39","e[36]",0.182931039864257,0.0962407876555143,0.379135264995273
"40","e[37]",0.0914997081923269,-0.31317886914989,0.28810376818603
"41","e[38]",0.174316215110899,0.325795485302695,0.320790608418086
"42","e[39]",0.185996393530465,0.229775403050424,0.359304592772043
"43","e[40]",0.186319458312858,0.175468467767419,0.375285527609662
"44","e[41]",0.0485882673311044,-0.473721178276419,0.226343412128121
"45","e[42]",0.181221429569068,0.0729279027426892,0.379132108687179
"46","e[43]",-0.0220317657504545,-0.70448027787232,0.0935141754419208
"47","e0",0.46895932593876,-0.365189234696352,-0.798277128860462
"48","lnalpha",0.0549977556452658,0.811324699576096,-0.0181951903884547
"49","lnalpha.c",0.0418009182480273,0.904805642308773,0.123491915304656
"50","phi",0.979268754557427,-0.141779662835716,-0.576293819428362
"51","sigma",-0.191274229995715,0.547513466812116,1.34858963264808
"52","sigmaw",-0.0589331386036744,-0.412880297642271,0.589478321940915
"53","tauw",-0.543370716620321,-1.20961698687902,0.995913004199808
