"","variable","chain1","chain2","chain3"
"1","Tau",0.989922041905167,-0.246742508177182,0.762737596702898
"2","alpha",-0.694837636995067,-0.631714725675604,0.996068698487691
"3","beta",-0.677537246801059,-1.09401069633784,0.601043025939064
"4","e[1]",-0.489618789845116,-1.49194203684336,0.359550958125996
"5","e[2]",-0.648564405739065,-1.30694145340238,0.528147185982057
"6","e[3]",-0.591522745267291,-1.43251466903727,0.558659258419261
"7","e[4]",-0.543927187115032,-1.47484734856713,0.458921743528997
"8","e[5]",-0.315719787206626,-1.39699563567005,0.050547543235182
"9","e[6]",0.203972170560696,-0.466823263642291,-0.433756042313665
"10","e[7]",0.0174670474619513,-0.945539823444985,-0.256664807750547
"11","e[8]",0.18227801581055,-0.530900599058852,-0.414087561987138
"12","e[9]",0.289001238614842,-0.348891266678355,-0.467407603804304
"13","e[10]",-0.424623019585327,-1.48348820235785,0.253671525650782
"14","e[11]",0.0780264085365576,-0.809782686010622,-0.315022699031351
"15","e[12]",0.0605254087436542,-0.850895129251898,-0.298192331609096
"16","e[13]",0.415835829434769,-0.0150298647858304,-0.806719811386409
"17","e[14]",-0.118946963229307,-1.18793515047727,-0.125425877101938
"18","e[15]",0.0215011629165335,-0.937061136320994,-0.260558610529769
"19","e[16]",-0.168754432716769,-1.25681974930112,-0.0777770819685629
"20","e[17]",-0.100308255149522,-1.15961767426001,-0.143285711107637
"21","e[18]",0.168911519994583,-0.571823884563972,-0.400980002319294
"22","e[19]",-0.0133115162714486,-1.00764051300716,-0.226962842208065
"23","e[20]",0.421647393075588,0.00121150981810791,-0.811878659713163
"24","e[21]",0.194889479680097,-0.493883806354337,-0.425573821020467
"25","e[22]",0.466072368108934,0.143165216787436,-0.846172814830702
"26","e[23]",0.380395676570831,-0.112110889248435,-0.525867669682007
"27","e[24]",0.196090332184365,-0.490324946211377,-0.426660121493434
"28","e[25]",0.479257546667389,0.191100567294755,-0.856167452387935
"29","e[26]",0.202263909959982,-0.471937704047602,-0.432223237414293
"30","e[27]",0.103835225553691,-0.746345696472427,-0.339736271386806
"31","e[28]",-0.139086369451316,-1.21695456012321,-0.106149204636272
"32","e[29]",0.457832182499652,0.124550911882522,-0.842075124169574
"33","e[30]",0.0399841951391919,-0.897192398732103,-0.278394046993012
"34","e[31]",-0.143780686469916,-1.22348834271605,-0.101658453223631
"35","e[32]",0.22415227074381,-0.405571317543828,-0.451632083405506
"36","e[33]",0.521944617617345,0.354879784662938,-0.884256437717368
"37","e[34]",-0.19892374079167,-1.27493597305699,-0.0640346077536676
"38","e[35]",0.301475238982048,-0.317631581697904,-0.475803614792304
"39","e[36]",-0.263065260530634,-1.34691455386504,-0.00239232700306636
"40","e[37]",0.182259809475103,-0.530953555601483,-0.414070881469651
"41","e[38]",-0.539242255135861,-1.47742012247772,0.449832071391799
"42","e[39]",-0.424060870161839,-1.4833035626057,0.252801355834353
"43","e[40]",-0.346436306583287,-1.42216428762343,0.0825645861179489
"44","e[41]",0.340659161430598,-0.217312665761551,-0.501336258967438
"45","e[42]",-0.238205085796813,-1.32040072996046,-0.0266276493093536
"46","e[43]",0.530537090542905,0.389559364800706,-0.888987710651942
"47","e0",0.0243908658545042,0.246890973558415,0.421906577302541
"48","lnalpha",-0.602920027675201,-0.598423949533166,0.911178608479653
"49","lnalpha.c",-0.685235859749418,-0.664993364634197,0.719320308130716
"50","lnalphai[1]",2.51155528395035,-0.405703468968845,-1.73629583966491
"51","lnalphai[2]",0.405186588728927,0.873697629599016,-0.671880483566081
