"","variable","0","2.5","5","50","95","97.5","100","mean","sd","post_cv"
"1","lnalpha",0.822760316866678,1.24281637838418,1.30317709735125,1.57821956796479,1.85522952642059,1.91105563691462,2.24775093495575,1.57693008234413,0.169492152089887,0.10748235066829
"2","lnalpha.c",0.967388823652835,1.34565218038469,1.39171835673794,1.66583082911293,1.95025299307101,2.0084768852814,2.41280679829213,1.6669410127932,0.170547041011815,0.102311383368053
"3","beta",0.0511151150419285,0.0950455037439263,0.101521055470594,0.133876481480408,0.166315325992781,0.172008074820022,0.208662304562166,0.133772276339056,0.0195575897140309,0.146200619809001
"4","beta1",5.11151150419285e-06,9.50455037439264e-06,1.01521055470594e-05,1.33876481480408e-05,1.66315325992781e-05,1.72008074820022e-05,2.08662304562166e-05,1.33772276339056e-05,1.95575897140309e-06,0.146200619809001
"5","alpha",2.27677579435959,3.46535949832282,3.68097292416481,4.84631965539244,6.39316548548533,6.76022137246131,9.46642127923717,4.90972032840484,0.832502349906699,0.169562071609317
"6","alpha.c",2.6310653064261,3.84069056422702,4.02175492922496,5.29006656616917,7.03046601898893,7.45195851543396,11.165255826576,5.37364737213305,0.926743015221202,0.172460705186417
"7","Smsy_lambert",35429.1011884153,39730.291792559,40670.4601561793,45989.9317872947,54136.2694988635,56608.8497596254,81049.3733820431,46533.7394666415,4282.62907773726,0.0920327729261331
"8","Smsy_lambert.c",37001.6755828217,41045.8850212806,41998.5370074571,47780.1612033465,56995.171751021,59774.619425528,91538.6530049361,48425.9765123232,4767.74055750436,0.0984541954727767
"9","Umsy_lambert",0.366408873458892,0.516373667520852,0.535780125384135,0.617415036511364,0.688588722238897,0.701631076630141,0.771505927044751,0.614982570270901,0.0472967671665141,0.0769074921028735
"10","Umsy_lambert.c",0.420976539837763,0.549113202948648,0.563272502572867,0.641105110051008,0.710534350191754,0.72337703776992,0.800560824490246,0.639324516208109,0.0451428623831405,0.0706102475952069
"11","Smax",47924.324525136,58136.8058520239,60126.7498369457,74695.7192047701,98501.7339867876,105212.763104219,195636.848157287,76494.4021582158,12294.119718172,0.160719207828354
"12","Rmsy.c",89171.4067075885,112441.034825782,115974.658608422,134112.977451634,157498.056145941,165090.320234039,291443.72808896,135346.523959755,13470.0732045987,0.0995228603625168
"13","Rmsy",64006.1861212658,100397.357062909,104022.27589408,121385.226031921,140920.069707591,146347.164939516,207547.407446632,121832.253179982,11649.4402988951,0.0956186887694298
"14","Seq",84247.9511579899,104552.581329518,106629.366067733,117674.808581078,134724.555562541,139817.318596846,185699.753515065,118822.709180233,8965.87194301287,0.0754558788035477
"15","MSY",27481.1180721751,53712.4438857872,56838.7318672985,74823.5816458947,95224.4454244066,100352.696916833,153758.504822532,75298.5137133407,11871.1034713798,0.157653888316744
"16","MSY.c",39592.1718848074,63584.1827457981,66933.8935479417,85741.4955574164,109946.666199482,115219.531919225,233318.431251409,86920.547447432,13552.811338854,0.155921835939316
"17","Rmax.c",109196.087751572,127066.290245202,130196.221585042,146430.375881619,169245.243800302,175892.663940564,298225.685980852,147789.91434676,12654.2453297561,0.0856231995646567
"18","Rmax",84251.9142455193,115792.848080257,119301.641051097,134322.30284065,152827.432156621,157797.204905661,216193.086944098,135011.57921283,10671.114082814,0.0790385102154262
