"beta","e0","lnalpha","sigma"
0.205300205284636,0.00551451630979671,2.05793562977385,0.307504460005298
0.187788664519315,0.196847522866684,1.78707309103344,0.382194748155302
0.21873086960433,0.461058297633921,2.02089081376925,0.368683095723774
0.18843057050583,-0.136882750594281,1.93146007445096,0.45663452827292
0.219924785730408,0.163234245029507,1.9854233617343,0.338819041285163
0.225722953263094,0.202318180483205,2.01206867253935,0.497853453407859
0.158507844432528,0.0694098151083641,1.80010428473502,0.425719526603537
0.145578631273587,-0.217332075239681,1.8354282322404,0.488795075046532
0.160554228468298,-0.0760598103418527,1.80244830063699,0.411434718355107
0.22370210309164,-0.108004354533282,2.14255815039714,0.323339761494586
0.186772895331918,-0.0811219234474129,1.88021825959273,0.438975622025169
0.223714783204642,0.118690745817684,2.13079731626464,0.338665931127864
0.140423698680146,0.199109406998292,1.55622927699129,0.463170109529786
0.171338393411394,0.079783831758675,1.75189007604797,0.364425468124587
0.201159416261955,0.0372223826852491,2.02190135614353,0.383075217343749
0.23703067178362,-0.271506442193171,2.2446476576813,0.436839947926856
0.15773297994635,-0.0797630499891276,1.66052126557019,0.343120008426729
0.186013340295232,-0.145891119345028,1.86888800099342,0.481409198847047
0.21641806014139,0.185208993495281,2.02042370149822,0.379969244969082
0.224482797531003,0.117865005666359,2.21618107869254,0.340460761288039
0.158996952478112,0.038894246308062,1.60815764129339,0.435927750957661
0.139132845986434,0.262105052476236,1.6516739908184,0.613604411586704
0.162478851270051,0.195511226490812,1.85261526393524,0.447895678691048
0.194179586766903,-0.1533470675396,2.0552628144979,0.536544436363266
0.175559280167934,0.0883626640337909,1.91775275191406,0.353084625353019
0.180865173261479,-0.250545558630094,1.72177371424496,0.364638962812958
0.137238426448457,0.0998877528753082,1.59206194717604,0.46847590126797
0.182453521586225,0.046299156608219,1.80186826193736,0.395016105724698
0.154239136032702,0.225396707811479,1.64208930183086,0.323541273112999
0.223038732861968,-0.599922613693006,2.12836740704532,0.399386954248083
0.16041004675387,0.383589312059957,1.75778234905915,0.462922671949754
0.227633328192113,-0.0609412683026536,2.15225689961944,0.430386865853818
0.214908335445276,0.0528900730672719,2.16966898094745,0.336966702363604
0.200427197793356,0.344196747939613,2.07723568240392,0.440150620197572
0.210882476562597,-0.175366527545267,2.03772809742897,0.415456648897879
0.207677395033273,0.118159695357416,2.1275671230002,0.417203661131946
0.211372511227918,-0.0191895090504456,2.16740523852683,0.41701073085448
0.192796384400851,0.0139195564434288,1.88055542787749,0.338378521859643
0.181050986945449,0.0968695293122976,1.88291814170148,0.352906002409716
0.221860112919166,0.0437808740809438,2.11741455257396,0.324558660008192
0.209354190346406,0.274352793072519,1.97616923434808,0.412386892827201
0.218378949453868,0.0410673755373254,2.05938473845958,0.372520448769237
0.141734972845331,0.00761789495935206,1.53116072977284,0.337022758112006
0.229444593493831,0.448445699629989,2.14461158474459,0.36844276894879
0.181158081963707,0.388047235855207,1.86716321458984,0.430112674766332
0.104792769513716,0.126698452801843,1.38205471250712,0.508836292833992
0.21671922618949,0.260782899966859,2.01327505999047,0.396814282177694
0.203321884321321,-0.140123021917088,2.00166994317678,0.449235643284446
0.124644077901595,-0.373606065332818,1.52956392293859,0.447453379024763
0.205407393412301,-0.320224317133077,2.09420727036265,0.439308244026112
0.173235820185389,0.0544427753958312,1.75100536448243,0.434864358252944
0.209627034368327,-0.151262846353477,2.09243293862842,0.296912397409553
0.19123805331205,-0.225252857935232,2.0565572756269,0.41099326880579
0.140224743492321,-0.344884289605085,1.66135743534203,0.468786998194063
0.233647865085783,-0.0528995134556167,2.25923967284454,0.335509071809247
0.210282993302988,0.0644809834106748,2.10631123778879,0.41988757565207
0.172278785076606,0.0712454651537648,1.71586567626922,0.430501153491144
0.138022684044702,-0.556479976665427,1.58619029187867,0.399725115794819
0.196507749075692,-0.272992486921177,2.01458235368597,0.404755345944883
0.179823676595178,-0.103575600100329,1.96440961768368,0.422090919315581
0.105949749755755,-0.00936875860624437,1.39448033924701,0.404121641423786
0.190858606727519,-0.219536355431016,1.88464185570456,0.320088044374828
0.212803142905966,0.0868418099409797,2.1258551977296,0.409510507417328
0.236258144796443,0.183177266049837,2.19118261617135,0.359245545568206
0.209989154167237,0.0830103694690396,2.11298264010756,0.400520398446541
0.193781893265372,-0.0432174121560014,2.0593226068501,0.31838702495467
0.197236773534416,0.0429836519440491,1.91827856380039,0.508363422835788
0.181207679710269,0.175733646425095,1.90577527106359,0.477704343707971
0.15816880714326,0.290951215479785,1.57467111866577,0.412966397880304
0.224761819269517,0.0996014892687513,2.27358076931649,0.364350458783978
0.165199273262548,0.281355739492962,1.62187494095099,0.344421559085715
0.198084377806197,0.143506374929342,1.94453671565632,0.383192108565242
0.183640488931497,0.139099725515027,1.92199754912537,0.352783153966228
0.181886399525904,-0.564636091788155,1.87203369104116,0.419620279228395
0.219834585954342,0.00280086583432876,2.1698286575257,0.41809134860552
0.177553452387517,0.0462288173215575,1.81598327577282,0.324052989794646
0.152652060676543,0.128039520226924,1.69525007911444,0.345766739591747
0.19820799510953,-0.622497181051523,2.02745710177399,0.306914653762888
0.200139245725738,0.0159464528159615,2.11538311025834,0.394800198699484
0.12712375841335,0.0336406425637828,1.48975740713597,0.392231093256665
0.27783527840564,-0.338005130506844,2.41935579337965,0.364065249850408
0.210201147031293,-0.197857541976362,2.22115944000385,0.486212394044648
0.18274628647467,0.212139059047823,2.00750223131565,0.379392026656763
0.139191957362656,-0.0140852057781673,1.55816648827994,0.377766313829509
0.236314766234636,-0.11064632566691,2.23091374393525,0.356156086121866
0.215509264827072,-0.403045826826013,2.1198439528196,0.428757580768232
0.135490663491133,0.412180434100912,1.58962860035385,0.345240107277096
0.127693516848105,-0.101713970614753,1.47924204082731,0.422219577142291
0.189496262845692,-0.38028206262197,2.03158901503127,0.402071337514447
0.229559339969145,-0.515046032048069,2.20098614736841,0.352197439597411
0.210773989296733,-0.00438397688361075,2.08479732158174,0.306794785124192
0.232887453276437,-0.126321566973124,2.31391194081827,0.360642043732432
0.163370390694854,0.0199795903983107,1.72819161717726,0.366310720372609
0.257024480039501,-0.090697454055574,2.38451435278283,0.351743496617289
0.176134940073862,-0.0760288027149114,1.86780005811212,0.421739730774166
0.186397082108547,0.0276998301582613,1.81413389818309,0.41506912819959
0.172830552835455,0.11317573724572,1.73347013134676,0.357382002389298
0.208759233969041,-0.0765875653015314,1.93896177601579,0.350620056349723
0.156810021441809,-0.388951984305267,1.69568720628078,0.49013117857601
0.235261856961076,0.094107037287631,2.15149343771471,0.426330378230866
0.207503253343139,-0.140637002225611,2.07218343792232,0.366820172074779
0.157070459335287,0.421816570610652,1.68185728025403,0.428585786810096
0.204998237150334,0.0584224705950183,2.04171239347704,0.380502421830155
0.183837003437786,-0.0465069698311038,1.87425783562325,0.419982462071492
0.189926884798326,-0.0514613276951769,1.95837230581504,0.433883830372023
0.161662897807445,-0.2916256810536,1.55473252814007,0.42334941703175
0.152461978047257,-0.556913388043089,1.6586568060951,0.409940677882231
0.209476317280683,0.147363287997207,2.06996542417786,0.493821849674904
0.15307594284516,0.332869020966448,1.79864830601921,0.477854108605457
0.199321162886527,0.13070058761615,2.0272962364719,0.339394697091103
0.274263247001928,-0.0441231889217215,2.42125123522554,0.552280376574699
0.200821725180825,0.088686273180839,2.03779991495194,0.353553613434461
0.253861720530763,-0.0305650399881001,2.44044600507209,0.397711967336226
0.168946118481906,0.195707938481358,1.85781900885848,0.353269041903831
0.190794958366537,-0.476642261970828,2.07364568010211,0.38781444030315
0.191676136980273,0.169773432035213,1.8805595848787,0.468099706017661
0.195488030136576,-0.548817133237609,1.97464510048643,0.332698904131377
0.15236311021271,-0.0973560963777494,1.69596346091493,0.46090754234637
0.185685463639934,0.0850777378319711,1.80797858412664,0.492896722416607
0.19960742203313,-0.321525890524868,1.90163670923689,0.415306253136172
0.195599935026021,0.0250215042912449,1.9568001241709,0.379036513645042
0.166406071527871,0.205617560117529,1.87153665587154,0.361704199565294
0.240145650394451,-0.0604135835857624,2.29114360959038,0.444216036411091
0.15006211546405,-0.0940428287134549,1.6078550554586,0.386742442125811
0.132399871467126,-0.236501308269286,1.56495273006203,0.441738067745724
0.218138606127647,0.147314105610466,2.1443219109709,0.351385111452184
0.247080100019679,0.159844535324337,2.37041346463854,0.406784934977811
0.158196619218291,0.360341673475183,1.63306769163752,0.399325226695635
0.17981142622161,-0.142182248733987,1.80211817670387,0.438141503877159
0.185552691631908,0.218744836550697,1.93064704113686,0.362841559931093
0.218465561395493,0.15463296309554,2.07229127302031,0.535396124795052
0.198270827562528,0.0739984354593154,1.89341964381092,0.333952630794564
0.199597600159323,0.0921456129728837,2.0888585950341,0.439268129123069
0.206073800368215,-0.144115143400241,1.97167308893054,0.333247169516247
0.232603860704822,-0.0328360124869327,2.22877517455084,0.359560668490467
0.188378399530946,-0.12850526187956,1.97877872982245,0.400915049712778
0.213524687356131,0.322782964335863,2.08525140074652,0.423877191632447
0.214159590174019,-0.304419811514916,2.06749746405708,0.351864676943782
0.162058279615635,-0.156307330232605,1.72878507646209,0.479507333664776
0.238175769572764,-0.036789262655428,2.1869780748943,0.443657943087308
0.184531334149134,-0.00280144373441304,1.91829266707826,0.361205440062795
0.154806223807666,0.0879614251336849,1.70688876794602,0.272890919021076
0.190713835246598,-0.00531111214617874,1.91917592470849,0.424146960586377
0.201562420733951,0.108409956843725,1.91709902311978,0.402792652670418
0.129461420205333,0.0402601839903539,1.46155681849063,0.347707886859392
0.240277807611773,0.217024266394054,2.25879172738077,0.437450844436694
0.159040649960098,-0.141445579176987,1.73198529062299,0.367374725149588
0.202879404287281,0.00836011328383524,2.02555112809894,0.439719334557573
0.173967953039812,0.0129037172975614,1.75720056931411,0.399236549535722
0.178458584568201,0.225631289629999,1.91095505745641,0.452805311291861
0.218251331306577,-0.0238517203369268,2.08894728950552,0.436547665184826
0.15980103449964,0.107530322447896,1.78808076448575,0.457352332009731
0.216292778361691,-0.300699878069264,2.1235006779819,0.341168085760376
0.215853303363085,-0.0992976999762547,2.12655998727952,0.358722829414485
0.163748177315233,-0.0393635940791508,1.83522579325218,0.367963693326355
0.204703306572744,-0.0837431404194548,1.98432460800684,0.322528528712062
0.184899346046548,0.101861597503725,1.96076397442531,0.376214256315487
0.271519395176487,0.0707571393617574,2.56181666667707,0.499526862787893
0.162462393579857,0.215654959000937,1.61654031178771,0.356913699135101
0.210039326853636,0.00783432628108861,2.14440948272534,0.418851741684559
0.169078624984903,0.356010077335805,1.79754380901433,0.339820007690495
0.109163008317931,0.368295257507795,1.24000496443205,0.459476197359483
0.254454793994715,0.250801395300483,2.37194632989114,0.451296712449887
0.166905271212186,0.272041063391931,1.90145299239631,0.412032698362747
0.236407227649526,-0.166695325489257,2.24227721308056,0.371119129554458
0.168635854651681,-0.0791469932593842,1.71332366244708,0.355497679175516
0.199984588817867,-0.298618530269216,1.91366329232837,0.405922192991378
0.189012924946727,0.139736974671652,1.8591402096771,0.366072296367659
0.182924282045209,-0.313468038265887,1.85038133295708,0.420100599372256
0.199186124498997,0.156337463593552,1.94111409412443,0.332804300417181
0.177374051042237,-0.114448288038551,1.91726200328671,0.382101649785725
0.215692994611521,-0.165040989321855,2.13182657567219,0.440169172238028
0.17375964289523,-0.187870021414459,1.7837208091268,0.304318127181257
0.190649243732272,0.222695533039377,1.78560327922573,0.380512236486965
0.220712048368484,-0.0627793037207263,2.06988213997786,0.408470251007656
0.195431633157184,0.306375333739434,1.98183887372066,0.389037361249247
0.147665039647871,-0.0402115856046218,1.69376004374995,0.376742414737124
0.205259609231349,-0.0687944460550848,1.99845200922259,0.454628402412409
0.152808922699475,-0.0924543666144875,1.68581688791924,0.387028378959115
0.188415394306434,-0.118275255989626,1.78423648546771,0.391756499041806
0.248866422637828,0.035667836304843,2.30804460644927,0.450721258969511
0.233174269937195,0.0985094535946831,2.22087851808606,0.408065470293677
0.208893476291216,-0.154080489920522,1.99192369485447,0.413163950736314
0.156922590173573,-0.0518547773944054,1.71613241719673,0.320583595035105
0.254977339430763,-0.0569312909035656,2.33328473087866,0.552174673410595
0.205112527623355,0.128865718017188,2.0076929032262,0.342905627961383
0.201519783200629,-0.0794530978790024,1.95854773683509,0.471368291794719
0.188491153438085,-0.0330198004421662,1.86594495896128,0.371881120812915
0.194368435393407,0.219477907613282,1.85275153220449,0.353552116240572
0.177993552362806,0.585530472565706,1.93262122045146,0.364292621085812
0.188448276512852,-0.350016806688072,1.89909204749655,0.296177450644445
0.1967473732239,0.3037482020934,1.93371469265289,0.417115454242894
