"variable","point_estimate","Upper C.I.","converge"
"Tau",0.99982365078538,1.00000061480086,"true"
"alpha",1.00019060752981,1.00040484949668,"true"
"beta",1.00050666049865,1.00102758555756,"true"
"e[1]",0.99998559067313,1.00040498118915,"true"
"e[2]",1.00062376610695,1.00146973539114,"true"
"e[3]",1.00048338370142,1.00129743392341,"true"
"e[4]",1.00065366940877,1.00149445897266,"true"
"e[5]",1.00061040795283,1.00145670121415,"true"
"e[6]",1.00020404162398,1.00085571176344,"true"
"e[7]",1.00052797805936,1.00135880604708,"true"
"e[8]",0.999987784830883,1.00040403861319,"true"
"e[9]",1.00014449489676,1.00075369345334,"true"
"e[10]",1.00001601824939,1.00041583043585,"true"
"e[11]",0.999982229275895,1.00042514088285,"true"
"e[12]",1.00014189788695,1.00074917139666,"true"
"e[13]",1.00002950331295,1.00042621058224,"true"
"e[14]",1.00012869305965,1.0007260656844,"true"
"e[15]",1.00034413779808,1.00108576877456,"true"
"e[16]",1.000636813209,1.00148137324782,"true"
"e[17]",1.00001125644775,1.00041258584519,"true"
"e[18]",1.00045642357133,1.00125843440376,"true"
"e[19]",1.00063966091559,1.00148375055248,"true"
"e[20]",1.00008450323818,1.00064705776055,"true"
"e[21]",1.00008614281793,1.00047991242204,"true"
"e[22]",1.0006609143084,1.001499258282,"true"
"e[23]",1.00003642501015,1.00055627327993,"true"
"e[24]",1.00068697632267,1.00151054206742,"true"
"e[25]",1.00017224586788,1.00080160941534,"true"
"e[26]",1.00069529971216,1.00137945257909,"true"
"e[27]",1.0007169116218,1.00146644693591,"true"
"e[28]",1.00070857967739,1.00150493742071,"true"
"e[29]",0.999999274493616,1.00047710403555,"true"
"e[30]",1.00067790511898,1.00150792821559,"true"
"e[31]",1.00009973286751,1.00049420667881,"true"
"e0",0.999963844844326,1.00034163371609,"true"
"lnalpha",1.00024028320765,1.00065842100687,"true"
"lnalpha.c",1.0003225849168,1.0007398786144,"true"
"phi",0.999931929717519,1.00041589693213,"true"
"sigma",0.999878812223177,1.00008376359852,"true"
"sigmaw",0.999915914340477,1.00018511778046,"true"
"tauw",1.08631398388309,1.0864640141963,"false"
