"","variable","Mean","SD","time_series_se","2.5%","50%","97.5%","mc_error","converge"
"1","Tau",6.75140575050265,1.78576414104905,0.0233063196008369,3.6878207941859,6.60428298021476,10.7534701127663,0.0130511746008886,"true"
"2","alpha",7.1136543952802,1.61070417210151,0.0214443632675729,4.43408261748604,6.95214926839113,10.6829535026069,0.0133136572432132,"true"
"3","beta",0.189020417636869,0.0312019345595144,0.000414139013935671,0.126494580799461,0.189266234108989,0.249145106168653,0.0132728633587044,"true"
"4","e[1]",-0.0267441743321044,0.0993280296411665,0.00132364891654734,-0.218633960565988,-0.0267070537070913,0.169825173937965,0.013326036178601,"true"
"5","e[2]",0.0628282976613502,0.086245273021929,0.00111335881548502,-0.108844868540547,0.0624756718748962,0.232037074350496,0.0129092155021868,"true"
"6","e[3]",-0.413150823885455,0.0748082778725859,0.000928229278465339,-0.556623527879855,-0.413314106946071,-0.265819416475228,0.0124081091673612,"true"
"7","e[4]",0.529886193657448,0.0916493327564464,0.0011830934598768,0.349417307705847,0.529669069148207,0.708002284074704,0.0129089151474873,"true"
"8","e[5]",-0.462922669696519,0.0843925813539013,0.00108945222457043,-0.629913929209859,-0.463265335970767,-0.29637240072545,0.01290933642617,"true"
"9","e[6]",-0.471757481886587,0.0723438703299718,0.000902530433033099,-0.613001871944766,-0.471732620167708,-0.328882179086735,0.0124755619089291,"true"
"10","e[7]",0.232384274918402,0.0770493863758331,0.00099470368074315,0.0836497797420756,0.23200946404367,0.383256946471671,0.0129099494172629,"true"
"11","e[8]",-0.234655058661869,0.10084468880069,0.00134395822352646,-0.429970834497428,-0.234936622733563,-0.0359087647574965,0.0133270104703547,"true"
"12","e[9]",-0.119412628442901,0.0737096765865651,0.000920928957695662,-0.263051815406651,-0.118896630675504,0.0257326143744899,0.0124940035059592,"true"
"13","e[10]",-0.128084858036927,0.113758943772849,0.00153210263385466,-0.348750036851483,-0.129231589397858,0.0987055255561012,0.0134679752030217,"true"
"14","e[11]",0.385699870067171,0.0913218543214738,0.00121545135908837,0.209639917446367,0.385437267233661,0.565763630667961,0.0133095343728972,"true"
