"lnalpha","beta","lnalpha.c","e0","phi","Smsy_lambert.c","Smsy_lambert","Umsy_lambert.c","Umsy_lambert","Rmsy.c","Rmsy","MSY.c","MSY","Seq.c","Seq","Rmax.c","Rmax","Smax"
1.48106933295068,1.22456942580227e-05,1.55948476232106,0.380482822453058,-0.0565097125801129,49993.5209497905,48167.6421571612,0.612205372433187,0.589846218986441,128917.518180875,117438.005906299,78923.997231085,69270.3637491378,127349.640572593,120946.130267818,142888.649947275,132112.023541674,81661.3561411478
1.45162721864313,1.24763183418461e-05,1.53024701297319,-0.0312732340198508,0.0775932480598789,48409.5790536138,46585.8031172755,0.603973319067652,0.581219309901696,122238.175820996,111241.52621827,73828.5967673819,64655.723100994,122652.129502072,116350.607516506,136206.208611593,125907.836488496,80151.8502975318
1.4128381200227,1.05378070750445e-05,1.49562699941827,0.0876689054176003,0.0163319422173897,56374.6260475096,54058.6409561493,0.594064933216432,0.569659529134999,138875.969731304,125618.306006612,82501.3436837943,71559.6650504629,141929.624329544,134073.257363818,155775.024285326,143397.993384744,94896.4042403273
1.77308974570132,1.64100130834087e-05,1.87745600101896,-0.0372373620318652,-0.0590166413482989,42281.0528975708,40744.3353825799,0.693832631229432,0.668615076702928,138097.841933165,122951.687050815,95816.7890355938,82207.3516682349,114409.171490372,108049.258503882,146543.099190368,132019.986275,60938.4035781816
1.7770153034193,1.49798155036783e-05,1.85952863132314,-0.0913880405116727,-0.011281304905997,46035.8355989205,44699.5542560372,0.689608323829496,0.669591075852097,148315.303318998,135285.55371594,102279.467720077,90585.9994599031,124135.616414403,118627.315735828,157681.98451367,145193.439747047,66756.4964170918
1.30793881329903,1.06072240346796e-05,1.38476257478251,0.281851192798176,0.232174583648125,52903.0557318661,50653.0373628475,0.561154564267045,0.537288115344721,120550.543367297,109469.929436941,67647.4876354313,58816.8920740938,130549.007945445,123306.419193449,138515.547004185,128272.744144108,94275.3727771343
1.43132314558858,1.14812132285644e-05,1.54453231563819,0.0443934289173933,0.255806564404642,52957.0295186497,50098.8802152387,0.608010947854996,0.575195926263462,135098.236108543,117934.086117804,82141.2065898931,67835.2059025651,134526.925411986,124666.541513884,150141.101316567,134070.577268998,87098.809166968
1.33427151177851,1.09898507358082e-05,1.40172610168554,0.13345053874077,0.212815677677846,51530.0194165413,49642.7955103186,0.566307221801088,0.545566912766652,118816.87223509,109241.155419714,67286.8528185485,59598.3599093954,127547.328474471,121409.429832478,135980.187389429,127110.222563432,90993.0465881308
1.57952943230284,1.29463845036209e-05,1.62640696893945,0.0537886979489026,-0.0974194774111392,48707.1576560653,47718.1390870885,0.630581591093902,0.617777376418708,131848.214603853,124843.837447366,83141.056947788,77125.6983602772,125626.345215112,122005.447301605,144509.563342866,137891.638856636,77241.642229946
1.60048036366237,1.41929090629831e-05,1.71819499668398,-0.248284252992712,0.185328496524628,46131.4413289868,43933.1461343098,0.654739351726648,0.623539147935004,133613.377486516,116700.437491239,87481.9361575296,72767.2913569296,121060.100438835,112766.195891202,144489.638275192,128444.019631273,70457.7191020078
1.56444780352175,1.36263220684787e-05,1.65307682226867,0.146495089044079,0.365961985222953,46800.9660093389,45029.7899011768,0.637725035959177,0.613590419869366,129186.310550748,116533.834088569,82385.3445414095,71504.044187392,121314.967748537,114810.716762723,141009.70712406,129049.972634745,73387.3744488444
1.73298969816224,1.49288321086068e-05,1.81249981299114,0.0909182495833723,0.12732176360092,45436.6131635134,44110.6775213871,0.678315569501803,0.658520898913682,141245.919465686,129175.335711795,95809.3063021724,85064.6581904077,121409.350698385,116083.407299031,150951.819230593,139414.372155998,66984.4762621104
1.92405868715656,1.64196279817109e-05,2.03520226202069,0.234776011583959,0.0601643359067659,44405.4286267353,42912.5253888664,0.729120618419409,0.70460770264091,163930.633507903,145273.000591144,119525.204881168,102360.475202277,123949.352828676,117180.406845982,171482.306750358,153444.128765086,60902.7196666
