"lnalpha","lnalpha.c","beta","beta1","alpha","alpha.c","Smsy_lambert","Smsy_lambert.c","Umsy_lambert","Umsy_lambert.c","Smax","Rmsy.c","Rmsy","Seq","MSY","MSY.c","Rmax.c","Rmax"
1.67064521812975,1.74284496819185,0.150923390121569,1.5092339012157e-05,5.31559641013483,5.7135752620728,42562.9831560787,43798.5611813448,0.642374971160266,0.661022733593553,66258.7819684209,129207.960302649,119015.672069062,110694.917254644,76452.6889129838,85409.3991213043,139269.789315574,129568.957818809
1.5960018995406,1.67661856472194,0.133225587946678,1.33225587946678e-05,4.93326923711368,5.3474433314926,46711.2101779213,48335.002956696,0.62231284396544,0.643945918731022,75060.6557953598,135751.857651596,123676.988829472,119796.949230157,76965.7786515506,87416.8546948998,147660.407794396,136223.705826243
1.64512941267299,1.70811016587558,0.137995416898551,1.37995416898551e-05,5.18168043867608,5.51852252460266,46060.0096812547,47258.3715097937,0.635607023831605,0.652143867844059,72466.1747813815,135856.08284924,126402.023896227,119216.235556753,80342.0142149722,88597.7113394464,147117.275926296,138137.464776134
1.50642635604562,1.61449895485736,0.126398027725836,1.26398027725836e-05,4.51058274105996,5.02536935565775,47245.5562022576,49633.6102891842,0.59717451227755,0.627359044946564,79115.1585188539,133194.190322067,117285.419225534,119181.159955529,70039.8630232759,83560.5800328827,146262.572565567,131279.790357007
1.73098494378542,1.81523907152446,0.148757491509269,1.48757491509269e-05,5.64621237237904,6.14254450939968,44233.7585396238,45643.5334716614,0.658010296038113,0.67898175428637,67223.505173028,142183.611309055,129342.369162533,116362.875322993,85108.6106229093,96540.0778373932,151906.019559887,139631.653586782
1.25828844434169,1.3802587904844,0.0897852406088482,8.97852406088482e-06,3.51939269305101,3.97593042732842,58071.8455970735,62346.4858544373,0.521399462953313,0.559779423355681,111376.880344569,141625.560371774,121336.774829838,140144.241504398,63264.9292327648,79279.0745173369,162906.849034826,144201.007693783
1.49421438656579,1.59960313497876,0.126240516210993,1.26240516210993e-05,4.45583461390951,4.95106712908109,47025.8631814444,49373.9403016128,0.593656924329308,0.623299171104635,79213.8712684478,131069.369946428,115729.456208465,118362.506064885,68703.5930270208,81695.4296448157,144279.813115184,129848.165780445
1.58411284901187,1.70860890764207,0.130258982935512,1.30258982935512e-05,4.87496462986836,5.52127552873703,47524.0389109505,50075.054424497,0.61904329735281,0.652272565977538,76770.1372653184,144006.625664348,124749.186930472,121612.560862396,77225.1480195213,93931.5712398513,155932.720361476,137679.507650876
1.7523833728487,1.90791204772669,0.133070188182969,1.33070188182969e-05,5.76833439718429,6.73900338137907,49855.7248652429,52672.0527418067,0.663431068981621,0.700907997033549,75148.3118536676,176106.523141359,148129.313999338,131688.652190016,98273.5891340947,123434.470399552,186303.245816818,159468.598000957
1.99931397579854,2.17538663818821,0.160216753011351,1.60216753011351e-05,7.3839887659761,8.80558904109562,45025.6286073951,47293.4975256097,0.721386001777183,0.757721061210354,62415.44540159,195202.677384481,161605.766022519,124788.07229709,116580.137415124,147909.179858871,202188.292718311,169546.418198292
1.87638454952549,1.96694597118188,0.170844594472989,1.70844594472989e-05,6.52985377036591,7.14881044246847,40597.2108654317,41807.7546427558,0.693581402703912,0.714262888776786,58532.7269548526,146315.452213332,132489.382901923,109829.90449968,91892.1720364917,104507.697570576,153935.241482379,140607.255581226
1.32267439592382,1.39789412061706,0.105880583555347,1.05880583555347e-05,3.75344616728705,4.04666919038658,51183.4632682843,53375.8830979748,0.541933495922963,0.565146965019558,94446.0227192898,122744.648891264,111738.061641103,124921.336047644,60554.5983728183,69368.7657932889,140600.509590781,130412.548941691
1.67819474547826,1.77635912095148,0.143002246992289,1.43002246992289e-05,5.35587851470762,5.90830578402913,45059.4033910626,46812.4169994502,0.644359593305393,0.669428081806141,69928.9711198679,141610.386191357,126699.336022736,117354.431890063,81639.9326316738,94797.9691919073,151993.711694323,137782.282195819
1.37331516676357,1.45066941124685,0.110718142579633,1.10718142579634e-05,3.9484186886189,4.26596924736019,50366.9458457706,52469.8584746961,0.557653469145271,0.580936527173459,90319.4342590018,125207.425311474,113863.096763636,124037.048921392,63496.1509178651,72737.566836778,141743.922559455,131192.777158022
1.67594955549493,1.76334845459192,0.136819481305372,1.36819481305372e-05,5.34386703898269,5.83193269844094,47052.5265384308,48690.7107855152,0.643770227509536,0.666183779406408,73089.0068036484,145860.829347757,132084.767113873,122493.488464141,85032.2405754417,97170.1185622418,156808.673851307,143685.592229931
1.56482825761194,1.67577625065097,0.124816852922482,1.24816852922482e-05,4.78185361840999,5.34294100118507,49167.7551780351,51573.5407301211,0.61369644665854,0.643724704800315,80117.3861210117,144757.555252927,127277.512082771,125369.949728166,78109.7569047362,93184.0145228057,157475.381225055,140938.150234955
1.40293412181802,1.48753297180011,0.12624428540462,1.2624428540462e-05,4.06711589038069,4.42616257072357,44886.9855214551,46871.282925688,0.566672541112364,0.591723161895127,79211.5062313467,114802.698931572,103586.755468212,111128.524932557,58699.7699467566,67931.4160058844,128979.637203614,118516.914736957
1.72751767462454,1.79076283167346,0.147660396446203,1.47660396446203e-05,5.6266693344097,5.99402315354199,44502.5118355825,45577.0174369635,0.657125854049395,0.672992046357753,67722.9659453291,139375.868168716,129792.556135141,116992.620648552,85290.0442995585,93798.8507317528,149334.414722169,140182.203232352
1.61191568655666,1.69774002412922,0.138840782143954,1.38840782143954e-05,5.01240423170882,5.46159037124746,45134.9564279166,46777.3141139973,0.626657265248521,0.649459887818079,72024.9471774925,133443.5418042,120894.160316154,116098.142178815,75759.2038882372,86666.2276902031,144713.014624093,132811.155282498
