"","variable","Mean","SD","time_series_se","2.5%","50%","97.5%","mc_error","converge"
"1","Tau",6.14514220071311,1.39676926427663,0.0168591986005017,3.72736106420528,6.04084714477127,9.13153387738966,0.01207013859174,"true"
"2","alpha",4.93998917656657,0.849118219758166,0.0109616095768991,3.43015644591974,4.88354994923855,6.80583690547839,0.012909403333756,"true"
"3","beta",0.133703412001867,0.020101056278025,0.000259506761094675,0.0934824072207741,0.133960788789862,0.172993577188804,0.0129101056932204,"true"
"4","e0",0.00452846564722462,0.201897179144323,0.00277342614096697,-0.388398214212769,0.00251666803420653,0.410172594017565,0.0137368246189534,"true"
"5","lnalpha",1.58274858713273,0.171300944367963,0.00221136315365854,1.23260585130233,1.58587240320011,1.91778059536952,0.0129092292037131,"true"
"6","lnalpha.c",1.67282134026683,0.171857116490667,0.00221866907342893,1.32939355522638,1.67235886457099,2.02691150722953,0.0129099633389311,"true"
"7","phi",0.099967485801164,0.172520696803802,0.00218481019056856,-0.238114687393117,0.098677045643898,0.455085174150153,0.0126640468711602,"true"
"8","sigma",0.411496283104989,0.048527975375867,0.000587819148327086,0.330923899061704,0.406865699983772,0.517963640916068,0.0121129955200935,"true"
"9","sigmaw",0.995594085998608,0.572129932388832,0.00696006119415384,0.0534326439938839,0.998735024225336,1.94914814484045,0.0121651757758824,"true"
"10","tauw",18217.9990536481,1393451.84131489,17989.4034073468,0.263214829746923,1.00253592390977,350.263579570919,0.0129099570390403,"true"
