"","variable","0","2.5","5","50","95","97.5","100","mean","sd","post_cv"
"1","lnalpha",0.995132925814312,1.28396962926302,1.33866545167203,1.59332778872667,1.8471033801641,1.89674868772937,2.27934016236529,1.59277926408863,0.155569039042497,0.0976714366830434
"2","lnalpha.c",1.09291338798035,1.37321532580854,1.42444642665497,1.67435338840307,1.93608670007848,1.98832881255279,2.37172635739301,1.67602039962634,0.156643632663487,0.0934616504061704
"3","beta",0.0648087308847112,0.0986191775922459,0.105064718395475,0.135392270127364,0.165738196607483,0.171752090840204,0.210754925242156,0.13535444286611,0.0185579222823511,0.13710611849445
"4","beta1",6.48087308847112e-06,9.86191775922459e-06,1.05064718395475e-05,1.35392270127364e-05,1.65738196607483e-05,1.71752090840204e-05,2.10754925242156e-05,1.3535444286611e-05,1.85579222823511e-06,0.13710611849445
"5","alpha",2.70508389286132,3.61094542725323,3.81395020702993,4.92009475684979,6.34142419824888,6.6641918674243,9.77023151569755,4.97723483090915,0.779096354311979,0.156531966198121
"6","alpha.c",2.98295192172906,3.94802462721661,4.15555680662982,5.3353441380851,6.93157250645334,7.30331841119103,10.7158757563155,5.41043628451695,0.857686712092792,0.158524500981046
"7","Smsy_lambert",35329.2542787988,40036.9663267276,40846.9759676812,45859.5807576869,53113.367710598,54876.7207155258,69870.8819189237,46270.9854445334,3850.72975615811,0.0832212609946272
"8","Smsy_lambert.c",36367.5288843317,41271.4548149383,42064.6928537109,47445.2990148926,55538.483088245,57800.5155283602,75085.2960575757,47977.461985658,4249.53343805305,0.0885735356181069
"9","Umsy_lambert",0.431093588507251,0.52966325888978,0.546938359845964,0.621579231053035,0.686654504010143,0.698329329879967,0.777320117779616,0.619683786228615,0.0428513738761497,0.0691503873886106
"10","Umsy_lambert.c",0.465844710322482,0.557622843691682,0.573142165186372,0.643350793439657,0.707340667110692,0.71898424902567,0.793632010475855,0.642041627776706,0.0411573830470766,0.0641039167344934
"11","Smax",47448.4759419503,58223.4542431614,60336.121695562,73859.4603190858,95179.4299384558,101400.156079576,154300.19788212,75362.9426317087,11086.7449538108,0.14711135959739
"12","Rmsy.c",101034.378328817,115640.392973987,118355.899774008,134128.392666123,153487.803056861,157970.850963745,190032.384258034,134839.609051943,10762.2749948686,0.0798153826649169
"13","Rmsy",86603.3408594243,104479.849090061,107135.005738101,122097.52103354,138581.584694138,142012.260719526,167497.527386656,122399.921887852,9543.44991050935,0.077969411771794
"14","Seq",94338.319687079,105989.093640483,107630.525741988,117694.083653985,132056.461347429,135893.915539551,164051.738887405,118490.324163923,7682.37366745698,0.0648354515160998
"15","MSY",43894.4395830422,57262.1721440196,60254.3037956414,75618.0732660271,93690.5587758776,97764.8004865519,128748.180441704,76128.9364433186,10293.7218702541,0.135214313389472
"16","MSY.c",52035.5752772171,66516.8196935777,69696.7924136277,86061.7677840777,106947.179066929,111505.272374656,144816.579995373,86862.1470662852,11443.1255815406,0.131738921590417
"17","Rmax.c",115756.818429027,129607.857978379,131954.211508953,146260.881309452,164126.756562065,168942.312697775,198215.100208928,146997.288775642,9919.23212549904,0.0674790141241212
"18","Rmax",99782.5327720421,119211.395396867,121498.28949633,134786.364389741,149647.528604083,152892.364777767,176392.307941782,135223.666828035,8573.66280017166,0.0634035668554594
