"","variable","Mean","SD","time_series_se","2.5%","50%","97.5%","mc_error","converge"
"1","Tau",6.70752419933837,1.77059093241037,0.0207858805331275,3.69936809321593,6.54596716615698,10.5224206551297,0.0117395159732524,"true"
"2","alpha",6.96340507025534,1.59258639387089,0.0202572183693283,4.34114841862173,6.76608421744029,10.5604379293885,0.0127196982514033,"true"
"3","beta",0.188138922263707,0.0312346839162798,0.000398179274304718,0.12622956043725,0.18840230530442,0.250468299626748,0.0127479847522063,"true"
"4","e[1]",-0.0818744436037698,0.0998071028955043,0.0012724700359963,-0.278853451801611,-0.0829835805676566,0.114994185980943,0.0127492933777323,"true"
"5","e[2]",0.0298899485068949,0.0860511901253555,0.00111092699216094,-0.140216683315641,0.0287720576587329,0.199349162915836,0.0129100712092719,"true"
"6","e[3]",-0.435368728297836,0.0747448283572627,0.000964966656303503,-0.582661530483163,-0.435295182920178,-0.286796962924954,0.0129101461266482,"true"
"7","e[4]",0.511774038687077,0.0914250512393852,0.00118030509327816,0.331590649761942,0.510283753636338,0.692181455409181,0.0129100840226787,"true"
"8","e[5]",-0.474550051841204,0.0842116450280115,0.00108717825416532,-0.640442882424248,-0.475447775483991,-0.307744435207369,0.0129100702617042,"true"
"9","e[6]",-0.48208498495059,0.0725105269915701,0.00093614957763334,-0.623776401667724,-0.482921957628298,-0.337813477775355,0.0129105333594138,"true"
"10","e[7]",0.217175049261196,0.0769460801213619,0.00099338207897224,0.065963875579343,0.216997296314274,0.370442399833739,0.0129101063680625,"true"
"11","e[8]",-0.244427549931854,0.101331052837717,0.00129177665369201,-0.444096309915714,-0.245205324798558,-0.0446009307961082,0.0127480828188059,"true"
"12","e[9]",-0.108746248569588,0.0739263125737222,0.00095443563285083,-0.252394996359136,-0.109204127467406,0.0375128011110377,0.0129106349231071,"true"
"13","e[10]",-0.11568760614399,0.114296181576657,0.00145621334092532,-0.339545877924082,-0.115914309125744,0.111767838481285,0.0127406998277424,"true"
"14","e[11]",0.397313025023342,0.0917552889046268,0.00117057279370846,0.216832930847619,0.396660340687808,0.582809093471062,0.0127575511742456,"true"
"15","e[12]",-0.292210413756163,0.0740073358575367,0.000955482035726899,-0.436031223234896,-0.292713783344322,-0.145896888238222,0.0129106395285758,"true"
"16","e[13]",-0.50999012578522,0.119424454489273,0.00152132412983865,-0.743589834635984,-0.509234053781857,-0.274241869193335,0.0127387990704642,"true"
"17","e[14]",0.409546467768945,0.0744491224715059,0.000961187547118053,0.263841068753783,0.408994390678846,0.556780013989535,0.012910663218172,"true"
"18","e[15]",0.400685939516895,0.0717559211425759,0.000936961048136117,0.259966081518077,0.400170372152979,0.542605787185822,0.0130576129916083,"true"
"19","e[16]",-0.708414497773285,0.0881437677318633,0.00113794263088842,-0.882460222501449,-0.709658309623345,-0.535072374444012,0.0129100747582074,"true"
"20","e[17]",-0.206436673790415,0.112414952080893,0.00143233678664639,-0.425866616454931,-0.206576962072547,0.0163901722443273,0.0127415148975529,"true"
"21","e[18]",0.552584870286269,0.0737764889786853,0.000952467363594357,0.406241603956821,0.552522456746003,0.699431099271397,0.012910174728829,"true"
"22","e[19]",-0.210501441739498,0.0886471384642166,0.00114444128798255,-0.385061839115388,-0.21150565335686,-0.0363110475487561,0.0129100759235959,"true"
"23","e[20]",0.336668919822881,0.0763724506430687,0.000986025354729197,0.188200062086352,0.336198650926288,0.487992740988044,0.0129107465640647,"true"
"24","e[21]",0.206119811974226,0.140694065705895,0.00179163365437026,-0.0710710002435185,0.206817291790991,0.486004195515343,0.0127342517637913,"true"
"25","e[22]",0.841961470020541,0.0931014106928761,0.00120194758969733,0.658762733376919,0.840720313981074,1.02518262666982,0.0129100899841607,"true"
"26","e[23]",-0.0966220170656608,0.0797470053434632,0.00101918622371688,-0.253508057438268,-0.0973849282176777,0.0623454960539867,0.01278024446595,"true"
"27","e[24]",0.259593046063595,0.101354813775077,0.00130850339378387,0.0603904124031974,0.258516259764709,0.458356991643854,0.0129101257754531,"true"
"28","e[25]",-0.291291553629063,0.0731679441314167,0.000944641085719814,-0.432438698006371,-0.291696995148371,-0.145637880171916,0.0129105866911218,"true"
"29","e[26]",0.10702911163842,0.198281273133537,0.0025348912153374,-0.286773036899232,0.105198682029605,0.505941241111851,0.0127843198466364,"true"
"30","e[27]",-0.232009819235282,0.141592120273016,0.00182799727546706,-0.511348094054131,-0.231660013088807,0.0522460915143359,0.0129103037085844,"true"
"31","e[28]",-0.334970792395488,0.115007560626379,0.00148476961034125,-0.562207773165546,-0.335269257455581,-0.107607870010093,0.0129101913148542,"true"
"32","e[29]",0.179869921011358,0.0848351643600603,0.00108320815909346,0.013152623845771,0.179546943775921,0.349708063113981,0.0127683864027902,"true"
"33","e[30]",-0.00058856371130589,0.0979617788952623,0.00126469735771433,-0.193742552453059,-0.00138102621795788,0.19148768767466,0.0129101101672164,"true"
"34","e[31]",0.395256707141777,0.146126645677838,0.00186072336997369,0.105635747802027,0.395912669643665,0.686795145640299,0.0127336350009428,"true"
"35","e0",-0.00153688747238243,0.200096391781916,0.00258348251952376,-0.390899639583369,-0.000154969239148123,0.393904523296473,0.0129111899345966,"true"
"36","lnalpha",1.91527544469227,0.225382503820106,0.00286970152796552,1.46813877477912,1.91192251403499,2.35711467163935,0.0127325834052142,"true"
"37","lnalpha.c",1.99542854723932,0.226206935075209,0.00287599491444483,1.55111306463038,1.99112322872289,2.44639407357942,0.0127139997431495,"true"
"38","phi",-0.00696272414193429,0.580689679456332,0.00742162190042938,-0.948119598537085,-0.00137400395354775,0.955779700246225,0.0127807022631741,"true"
"39","sigma",0.396625237986385,0.0547277340460891,0.000696034651322454,0.308277751632697,0.390852675075829,0.519919644299396,0.0127181339307103,"true"
"40","sigmaw",0.988920537982202,0.582753597371041,0.00761902361142564,0.0461328060447874,0.993950151721222,1.94627887519223,0.0130741768833296,"true"
"41","tauw",2299.13408362195,66094.9704975479,853.411398334553,0.26399145055059,1.0122104888643,469.872911290531,0.012911896198913,"true"
