"","variable","0","2.5","5","50","95","97.5","100","mean","sd","post_cv"
"1","lnalpha",0.98507385106955,1.49584888093436,1.56902221976501,1.93510905835767,2.31601260384339,2.38044442630721,2.87866411913566,1.93657353799998,0.224643201024098,0.116000346290026
"2","lnalpha.c",1.12750537778507,1.58214180525273,1.6553513035112,2.01241355719814,2.39734883890782,2.47426627433361,2.97009914979553,2.01654413592645,0.225522475007121,0.111836121505722
"3","beta",0.056443602799567,0.128242883636957,0.13819791874646,0.189216809324111,0.240531512128012,0.250117995026426,0.328825778055668,0.189295023781759,0.0310247272093212,0.163896158438323
"4","beta1",5.6443602799567e-06,1.28242883636957e-05,1.3819791874646e-05,1.89216809324111e-05,2.40531512128012e-05,2.50117995026426e-05,3.28825778055668e-05,1.89295023781759e-05,3.10247272093212e-06,0.163896158438323
"5","alpha",2.67800965099532,4.46312362948164,4.8019506455052,6.924799241608,10.1351806513319,10.8097059164833,17.7904913213608,7.11241264488967,1.62455549330693,0.22841131053809
"6","alpha.c",3.08794363099691,4.86536532469192,5.23491873120227,7.48135225467242,10.9939908691717,11.8729924891561,19.4938523116861,7.70729199876626,1.78392075097539,0.231458825130921
"7","Smsy_lambert",26346.0016244868,31525.115829926,32283.3434126136,37350.2558501753,45238.6834710824,47147.7574473822,75728.4370309018,37823.5611779681,4052.68767430476,0.107147173562954
"8","Smsy_lambert.c",26662.4171370619,32159.2844695948,32928.8814361475,38268.9754627938,46792.9935929699,49193.1522952994,84650.9144229002,38814.0273436887,4404.48464263632,0.113476620285643
"9","Umsy_lambert",0.427438582040425,0.594128992605891,0.614863849688422,0.707119262961493,0.783917518442953,0.795118909871825,0.866324448282775,0.70404721399433,0.0512591709605667,0.0728064395990628
"10","Umsy_lambert.c",0.477800259030632,0.618499275659021,0.638329524414945,0.724229019168228,0.797976682723859,0.810563717539852,0.876729005993913,0.721766859532649,0.0487870471042117,0.0675939141010185
"11","Smax",30411.2410502898,39981.1305008562,41574.5943538125,52849.4273251977,72359.9899417124,77977.0364148112,177167.996088242,54399.3983934213,10025.4066854932,0.184292602153217
"12","Rmsy.c",101720.177786523,116990.73223867,120424.037632746,139778.759293715,169532.17138457,176372.379399869,219771.041602446,141608.906434981,15181.6390729085,0.107208221962219
"13","Rmsy",90001.9968738497,106114.351392602,109766.516943455,128430.513395862,154162.352419169,160399.447408555,197089.155691077,129728.283817223,13656.7691856742,0.105272102457745
"14","Seq",85337.5640070659,91787.5817907502,93192.7384209248,102238.988375705,116859.23655168,120670.842210491,174523.56019292,103307.531694231,7514.13062514754,0.0727355547259405
"15","MSY",47924.7220652045,65104.5127829757,68826.3984179602,90439.4956897738,119892.087801975,126938.189971219,170743.15406659,91904.722639255,15707.3104743315,0.170908632584486
"16","MSY.c",59580.4332899315,74484.3412826927,78105.6394684343,100835.63212038,134279.206937121,142014.169736365,190200.418591034,102794.879091292,17256.4506199351,0.167872668098667
"17","Rmax.c",114268.860498782,126157.507989115,129542.257537114,146901.674007251,174252.677259071,180807.594727997,221970.00592247,148688.971209444,13834.313553122,0.0930419616236027
"18","Rmax",103853.934654306,116541.541268004,119523.114675886,136106.984149736,159107.059943629,164975.564134465,199034.152497607,137214.153605954,12155.101863916,0.0885848984560481
