"oy_0.9","oy_0.8","oy_0.7","of_0.9","of_0.8","of_0.7","or_0.9","or_0.8","or_0.7","Escapement"
0,0,0,1,1,1,0,0,0,0
0,0,0,1,1,1,0,0,0,500
0,0,0,1,1,1,0,0,0,1000
0,0,0,1,1,1,0,0,0,1500
0,0,0,1,1,1,0,0,0,2000
0,0,0,1,1,1,0,0,0,2500
0,0,0,1,1,1,0,0,0,3000
0,0,0,1,1,1,0,0,0,3500
0,0,0,1,1,1,0,0,0,4000
0,0,0,1,1,1,0,0,0,4500
0,0,0,1,1,1,0,0,0,5000
0,0,0,1,1,1,0,0,0,5500
0,0,0,1,1,1,0,0,0,6000
0,0,0,1,1,1,0,0,0,6500
0,0,0,1,1,1,0,0,0,7000
0,0,0,1,1,1,0,0,0,7500
0,0,0,1,1,1,0,0,0,8000
0,0,0,1,1,1,0,0,0,8500
0,0,0,1,1,1,0,0,0,9000
0,0,0,1,1,1,0,0,0,9500
0,0,0,1,1,1,0,0,0,10000
0,0,0,1,1,1,0,0,0,10500
0,0,0,1,1,1,0,0,0,11000
0,0,0,1,1,1,0,0,0,11500
0,0,0,1,1,1,0,0,0,12000
0,0,0,1,1,1,0,0,0,12500
0,0,0,1,1,1,0,0,0,13000
0,0,0,1,1,1,0,0,0,13500
0,0,0,1,1,1,0,0,0,14000
0,0,0,1,1,1,0,0,0.000333333333333333,14500
0,0,0.000666666666666667,1,1,0.999333333333333,0,0,0.000666666666666667,15000
0,0,0.003,1,1,0.997,0,0,0.00133333333333333,15500
0,0,0.008,1,1,0.992,0,0,0.00166666666666667,16000
0,0,0.024,1,1,0.976,0,0,0.003,16500
0,0,0.0596666666666667,1,1,0.940333333333333,0,0,0.00533333333333333,17000
0,0,0.116666666666667,1,1,0.883333333333333,0,0.000333333333333333,0.0106666666666667,17500
0,0,0.192,1,1,0.808,0,0.000666666666666667,0.015,18000
0,0,0.291666666666667,1,1,0.708333333333333,0,0.000666666666666667,0.0253333333333333,18500
0,0.001,0.396,1,0.999,0.604,0,0.00133333333333333,0.0376666666666667,19000
0,0.00366666666666667,0.499,1,0.996333333333333,0.501,0,0.00166666666666667,0.054,19500
0,0.00833333333333333,0.604666666666667,1,0.991666666666667,0.395333333333333,0,0.003,0.0836666666666667,20000
0,0.0206666666666667,0.706333333333333,1,0.979333333333333,0.293666666666667,0.000333333333333333,0.00366666666666667,0.117,20500
0,0.0446666666666667,0.782666666666667,1,0.955333333333333,0.217333333333333,0.000333333333333333,0.00566666666666667,0.153666666666667,21000
0,0.0873333333333333,0.836666666666667,1,0.912666666666667,0.163333333333333,0.000666666666666667,0.0113333333333333,0.198,21500
0,0.135333333333333,0.875333333333333,1,0.864666666666667,0.124666666666667,0.000666666666666667,0.014,0.249,22000
0,0.201333333333333,0.907666666666667,1,0.798666666666667,0.0923333333333333,0.000666666666666667,0.0216666666666667,0.295666666666667,22500
0,0.284333333333333,0.928666666666667,1,0.715666666666667,0.0713333333333333,0.000666666666666667,0.031,0.354666666666667,23000
0,0.367666666666667,0.944666666666667,1,0.632333333333333,0.0553333333333333,0.00166666666666667,0.0416666666666667,0.410333333333333,23500
0.001,0.454666666666667,0.959333333333333,0.999,0.545333333333333,0.0406666666666667,0.002,0.0536666666666667,0.471333333333333,24000
0.003,0.539,0.969666666666667,0.997,0.461,0.0303333333333333,0.00233333333333333,0.0766666666666667,0.528333333333333,24500
0.00433333333333333,0.624,0.977666666666667,0.995666666666667,0.376,0.0223333333333333,0.00366666666666667,0.102666666666667,0.577,25000
0.00966666666666667,0.704333333333333,0.983333333333333,0.990333333333333,0.295666666666667,0.0166666666666667,0.00533333333333333,0.133666666666667,0.634666666666667,25500
0.0193333333333333,0.769333333333333,0.988333333333333,0.980666666666667,0.230666666666667,0.0116666666666667,0.00833333333333333,0.162333333333333,0.677,26000
