"lnalpha","lnalpha.c","beta","beta1","alpha","alpha.c","Smsy_lambert","Smsy_lambert.c","Umsy_lambert","Umsy_lambert.c","Smax","Rmsy.c","Rmsy","Seq","MSY","MSY.c","Rmax.c","Rmax"
1.89225442916141,1.97546207537009,0.180554472566711,1.80554472566711e-05,6.63430841278363,7.20995042473842,38619.1693562473,39663.963596079,0.697286375408174,0.716150602699529,55384.9475886298,139735.944389173,127576.5813591,104802.412383457,88957.4120028531,100071.980793094,146902.621431688,135173.924896935
1.76001161630224,1.84196720370837,0.162863811223158,1.62863811223158e-05,5.81250491382426,6.30893702589328,40853.0216418408,42085.9155451803,0.665347880457233,0.685427260450401,61400.9946402267,133787.548169108,122076.088140897,108066.46381931,81223.0664990562,91701.6326239279,142507.301655325,131293.811893792
1.76024151005661,1.84994707197403,0.181252884455843,1.81252884455843e-05,5.81384132601171,6.35948291881696,36711.4444851151,37921.1846040488,0.665405520546768,0.687332409146636,55171.5357800895,121282.747919445,109719.217558838,97115.2274536869,73007.7730737224,83361.5633153963,129075.078133924,118000.477867908
1.93699415830636,2.00043338357992,0.201475671392651,2.01475671392651e-05,6.93786547181081,7.39225908852645,35118.1885090002,35817.2198039322,0.707546060794449,0.721629840741538,49633.7842225688,128667.598205728,120081.092442792,96140.3500937539,84962.9039337913,92850.3784017956,134977.097913809,126680.211811693
1.95839213630073,2.01871029814539,0.195830867609205,1.95830867609205e-05,7.08792148664433,7.5286090086843,36376.1344363721,37051.7427589048,0.712356996694382,0.72558749309094,51064.4727365237,135022.062865319,126462.782053916,100004.261851551,90086.6476175435,97970.3201064139,141429.209231716,133150.643073146
2.20157553212849,2.29031406664757,0.227927287349748,2.27927287349748e-05,9.03924390544979,9.878039556818,33466.1734561961,34191.2290246356,0.762785413384693,0.779311408273918,43873.6410908768,154929.753084263,141079.745279191,96591.1347310615,107613.571822995,120738.524059628,159433.63843292,145895.299997432
1.65311741855195,1.7613485712888,0.189067916736106,1.89067916736106e-05,5.22323749049693,5.82028116834603,33730.515614412,35208.6697573414,0.637735831765157,0.665682984207008,52891.0466282739,105315.219070819,93110.273032981,87435.1104666428,59379.757418569,70106.5493134776,113248.287738864,101631.293255943
2.15017914876091,2.19330646951531,0.233647703138737,2.33647703138737e-05,8.58639650169298,8.96480602153651,32217.9344094174,32578.7784930093,0.752764637463484,0.76119567659573,42799.4791545721,136424.57568851,130312.808325139,92026.547655988,98094.873915722,103845.797195501,141151.305367421,135193.229134532
1.96978177921954,2.04026297909663,0.187961673261372,1.87961673261372e-05,7.16911186844942,7.69263193429556,38033.9541927779,38848.217002889,0.71489256708209,0.730197587108389,53202.3354893974,143987.655953602,133402.183883886,104796.99105894,95368.2296911086,105139.438950713,150560.541839347,140314.183317219
2.14412230816296,2.2264755796615,0.218025604983533,2.18025604983533e-05,8.53454724661676,9.26714713385474,34471.257219203,35203.2436271148,0.751561670975971,0.767520848918441,45866.1724651803,151425.379279559,138751.767308292,98342.6835726428,104280.510089089,116222.135652444,156366.62992466,144005.309466921
