"","variable","chain1","chain2","chain3"
"1","Tau",1.29514858211708,-0.339904091952402,-0.859341988395197
"2","alpha",-1.14909607809806,-0.23189658305706,-2.61947765780975
"3","beta",-1.41492095717598,-0.0868461935474637,-2.24329164158899
"4","e[1]",1.66446547711487,0.189144964476312,1.8001865918049
"5","e[2]",-0.460385785675195,0.121685198088278,-0.423948789992188
"6","e[3]",0.038772801516653,0.175439060488247,0.276431786657379
"7","e[4]",-0.590011043801275,0.103206138241429,-0.607816011601372
"8","e[5]",-0.406157106152383,0.128818599098033,-0.347377662418908
"9","e[6]",0.786404096041986,0.201484441747042,1.2612853399088
"10","e[7]",-0.105108952174823,0.162571640406398,0.0753401476094459
"11","e[8]",1.67315771579873,0.18790880325347,1.80850008896368
"12","e[9]",1.03777562229969,0.205617882013631,1.42781530489848
"13","e[10]",1.71938549881834,0.178235648858316,2.02226081900731
"14","e[11]",1.57957921954925,0.195933073772708,1.76312693934775
"15","e[12]",1.04490072447856,0.205752714367175,1.43490040000616
"16","e[13]",1.72882430644847,0.174830260086238,2.03304088139543
"17","e[14]",1.08117162752405,0.206376088274914,1.47076611001841
"18","e[15]",0.41451931847365,0.183978831564268,0.809726289139357
"19","e[16]",-0.515354021061314,0.114101110294452,-0.501758515303143
"20","e[17]",1.71496161788482,0.179543422499128,2.01743030104038
"21","e[18]",0.120303480719188,0.160624317363355,0.390162736327433
"22","e[19]",-0.527652385396314,0.112354240688622,-0.519197579614433
"23","e[20]",1.20401099520172,0.206000132410527,1.58981651491587
"24","e[21]",1.74332586877694,0.162905309157877,2.05459515942677
"25","e[22]",-0.623692123529451,0.0980572602647194,-0.655830785658541
"26","e[23]",1.34558023072303,0.205178712714041,1.57302992025922
"27","e[24]",-0.757388073935141,0.0760776234160061,-0.847737692068579
"28","e[25]",0.96165133610207,0.203935724364822,1.35128676357723
"29","e[26]",-1.21082778092055,-0.019724831492271,-1.53141015565754
"30","e[27]",-1.06438544859832,0.0141657071183156,-1.30181124076145
"31","e[28]",-0.904287066405551,0.048731010351922,-1.06194939920419
"32","e[29]",1.47629326426675,0.201740170165036,1.67893066647433
"33","e[30]",-0.707982066551824,0.0844981651807838,-0.776545988863058
"34","e[31]",1.74348304714029,0.160339611083135,2.05660237156202
"35","e0",0.369603019290919,-0.88599093700879,-1.49590470710173
"36","lnalpha",-1.7102636817488,-0.135948484932615,-2.39724770231029
"37","lnalpha.c",-1.62078292746774,-0.10239838104615,-2.52379316242608
"38","phi",-0.00684270328015631,-0.604266195368317,0.968432611477293
"39","sigma",-1.17586193939833,0.434556345103444,0.620109501336877
"40","sigmaw",0.722219167098227,1.46334993481692,0.534675421984224
"41","tauw",-0.964157563504921,-1.50356952686583,0.851999107694283
