"variable","point_estimate","Upper C.I.","converge"
"Tau",0.99998120301211,1.00056290014494,"true"
"alpha",0.999976631214606,1.0005390733087,"true"
"beta",0.999996839700319,1.00064668609259,"true"
"e[1]",0.999917106410934,1.00032554745546,"true"
"e[2]",0.999962972155515,1.00048365247574,"true"
"e[3]",0.999949034924266,1.00035135368499,"true"
"e[4]",0.999968858409622,1.00052094337733,"true"
"e[5]",0.999960831212113,1.00046827526022,"true"
"e[6]",0.999931834424902,1.00022849951778,"true"
"e[7]",0.99995195855353,1.00038698372535,"true"
"e[8]",0.999917881875963,1.00033160381161,"true"
"e[9]",0.999926476211456,1.00022197906935,"true"
"e[10]",0.999925146491684,1.00037689178737,"true"
"e[11]",0.999913855091683,1.00029095185242,"true"
"e[12]",0.999926230767706,1.00022187153235,"true"
"e[13]",0.999928053906976,1.00039201462832,"true"
"e[14]",0.999924971409901,1.00022157922129,"true"
"e[15]",0.999941742399557,1.00027070741456,"true"
"e[16]",0.999965334576063,1.00049939235845,"true"
"e[17]",0.999924068035001,1.00037097422053,"true"
"e[18]",0.99994756176592,1.0003323081006,"true"
"e[19]",0.999965890031687,1.00050293106924,"true"
"e[20]",0.999920673657224,1.00022413080906,"true"
"e[21]",0.999938945907032,1.00044179167803,"true"
"e[22]",0.999970566548425,1.00053070247313,"true"
"e[23]",0.999916130276327,1.00023569226639,"true"
"e[24]",0.999978034013878,1.00056932769997,"true"
"e[25]",0.999929043290278,1.00022408686845,"true"
"e[26]",1.00000512638693,1.00067562377239,"true"
"e[27]",0.999997592802829,1.0006502367333,"true"
"e[28]",0.99998725881447,1.00061039441769,"true"
"e[29]",0.999913408502835,1.00025860964818,"true"
"e[30]",0.999975152565134,1.0005551112062,"true"
"e[31]",0.99994136178063,1.00045186645495,"true"
"e0",0.999834217874834,0.999994844275291,"true"
"lnalpha",0.999963795019232,1.00053643023598,"true"
"lnalpha.c",1.00004788136785,1.00084077059211,"true"
"phi",1.00016014633464,1.00103741358757,"true"
"sigma",1.0004416619536,1.00127997500084,"true"
"sigmaw",1.00004832683504,1.00083104350504,"true"
"tauw",1.24659764111842,1.25199704661864,"false"
